bench,input_size,scale,mode,mantissa,float_type,job_file_base,stats_job_file_base,var_min,var_max,var_isnan,var_isinf,MathOp,IntegerOp,Integer32Op,Integer64Op,FloatingPointOp,FloatSingleOp,FloatDoubleOp,FloatMulDivOp,FloatMulDivSingleOp,FloatMulDivDoubleOp,smul.fix.i32,sdiv.fix.i32,add,sub,CastOp,Shift,fdiv,fmul,fadd,fsub,dyn_fdiv,dyn_fmul,dyn_fadd,dyn_fsub,kernel_dyn_fdiv,kernel_dyn_fmul,kernel_dyn_fadd,kernel_dyn_fsub,err_predicted_perc_order,err_predicted_perc_order_adjusted,float_op_count,kernel_float_op_count,compile_time,e_perc_order,e_abs_order,output_size,rel_err,max_rel,abs_err,max_abs,bench_scale,float_op_count_default,kernel_float_op_count_default
trmm,standard,1024,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-1024-fixed-24,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1060.825927734375,-3.0,4.0,160,0.0008823759758054087,0.0037067209775968894,1304.1509433962358,4224.0,trmm-1024,1805,1600
trmm,standard,1024,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-1024-fixed-16,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1070.842529296875,-3.0,4.0,160,0.0008841946618694481,0.0037067209775968894,1310.5911949685628,4288.0,trmm-1024,1805,1600
trmm,standard,1024,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-1024-fixed-11,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1056.52392578125,-2.0,4.0,160,0.0017292029432137688,0.004388586956521888,3067.9748427673053,12960.0,trmm-1024,1805,1600
trmm,standard,1024,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-1024-fixed-8,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1059.848876953125,-1.0,5.0,160,0.010115563414668646,0.023800872093023256,19374.490566037748,85964.80000000075,trmm-1024,1805,1600
trmm,standard,1024,float,24,float32,./build/bin/float/trmm/24/trmm-standard-1024-float-24,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-1.0,160,2.9029477510160408e-08,1.337596699881422e-07,0.04942511791987901,0.40000000037252903,trmm-1024,1805,1600
trmm,standard,1024,float,16,float24,./build/bin/float/trmm/16/trmm-standard-1024-float-16,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,2.0,160,3.718920665270297e-05,8.873901854645488e-05,73.12578616353134,332.80000000074506,trmm-1024,1805,1600
trmm,standard,1024,float,11,float19,./build/bin/float/trmm/11/trmm-standard-1024-float-11,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,4.0,160,0.001224776804310172,0.002431214421252372,2322.5157232704496,10790.400000000373,trmm-1024,1805,1600
trmm,standard,1024,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-1024-float-8,./build/stats/trmm/1024/trmm-standard-1024,0.0,5456448.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-1.0,5.0,160,0.010115563414668646,0.023800872093023256,19374.490566037748,85964.80000000075,trmm-1024,1805,1600
trmm,standard,512,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-512-fixed-24,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1057.076416015625,-3.0,2.0,160,0.00021281765774476677,0.00098595479490289,81.50943396226648,264.0,trmm-512,1805,1600
trmm,standard,512,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-512-fixed-16,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1069.295654296875,-3.0,2.0,160,0.000223057702601609,0.00098595479490289,88.28930817610296,297.60000000009313,trmm-512,1805,1600
trmm,standard,512,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-512-fixed-11,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1058.34912109375,-2.0,3.0,160,0.001246639323544602,0.0027873961218836145,608.10062893082,2937.600000000093,trmm-512,1805,1600
trmm,standard,512,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-512-fixed-8,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,14,8,8,0,6,6,0,5,5,0,1,0,4,0,4,4,3,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1050.71728515625,-1.0,4.0,160,0.010367098303955722,0.02434593023255814,4902.1383647798775,21683.200000000186,trmm-512,1805,1600
trmm,standard,512,float,24,float32,./build/bin/float/trmm/24/trmm-standard-512-float-24,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-1.0,160,2.9004602020599288e-08,1.3367041447319085e-07,0.012356279479969753,0.10000000009313226,trmm-512,1805,1600
trmm,standard,512,float,16,float24,./build/bin/float/trmm/16/trmm-standard-512-float-16,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,2.0,160,3.78544631369177e-05,8.869966294128082e-05,18.683962264153276,96.0,trmm-512,1805,1600
trmm,standard,512,float,11,float19,./build/bin/float/trmm/11/trmm-standard-512-float-11,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,3.0,160,0.001218911815085553,0.0027873961218836145,601.2578616352225,2937.600000000093,trmm-512,1805,1600
trmm,standard,512,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-512-float-8,./build/stats/trmm/512/trmm-standard-512,0.0,1364256.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-1.0,4.0,160,0.010367098303955722,0.02434593023255814,4902.1383647798775,21683.200000000186,trmm-512,1805,1600
trmm,standard,256,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-256-fixed-24,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1092.605712890625,-3.0,2.0,160,0.00021235723500832458,0.0009757893767836666,20.37735849056662,66.0,trmm-256,1805,1600
trmm,standard,256,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-256-fixed-16,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1057.121337890625,-3.0,2.0,160,0.00021880093866265336,0.0009757893767836666,21.26729559748486,72.0,trmm-256,1805,1600
trmm,standard,256,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-256-fixed-11,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1051.57470703125,-3.0,2.0,160,0.0005093179208215439,0.0013752455795678694,51.67295597484335,270.4000000000233,trmm-256,1805,1600
trmm,standard,256,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-256-fixed-8,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1049.95361328125,-2.0,3.0,160,0.002653352720567725,0.007182835820895353,273.4591194968559,1878.4000000000233,trmm-256,1805,1600
trmm,standard,256,float,24,float32,./build/bin/float/trmm/24/trmm-standard-256-float-24,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-2.0,160,2.8955900439486687e-08,1.334922603189851e-07,0.003089069869992438,0.025000000023283064,trmm-256,1805,1600
trmm,standard,256,float,16,float24,./build/bin/float/trmm/16/trmm-standard-256-float-16,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,1.0,160,3.8063921046596506e-05,8.861320336730173e-05,4.746462264151527,24.0,trmm-256,1805,1600
trmm,standard,256,float,11,float19,./build/bin/float/trmm/11/trmm-standard-256-float-11,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,3.0,160,0.0011806844459022188,0.0027987637362638196,143.57232704402574,782.4000000000233,trmm-256,1805,1600
trmm,standard,256,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-256-float-8,./build/stats/trmm/256/trmm-standard-256,0.0,341136.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-1.0,4.0,160,0.010595054781007413,0.025436046511627907,1251.572327044026,5516.800000000047,trmm-256,1805,1600
trmm,standard,128,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-128-fixed-24,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1071.923583984375,-4.0,1.0,160,5.470059066439592e-05,0.0002266811144741078,1.2735849056605233,4.125,trmm-128,1805,1600
trmm,standard,128,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-128-fixed-16,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1060.679443359375,-4.0,1.0,160,6.335389865017439e-05,0.0002391390992428712,1.531446540880649,6.0,trmm-128,1805,1600
trmm,standard,128,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-128-fixed-11,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1053.024169921875,-3.0,1.0,160,0.00038027500983061697,0.000942507068803016,9.823899371069329,60.0,trmm-128,1805,1600
trmm,standard,128,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-128-fixed-8,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1048.98046875,-2.0,2.0,160,0.0024828271342902533,0.00708869485294126,62.81761006289323,493.6000000000058,trmm-128,1805,1600
trmm,standard,128,float,24,float32,./build/bin/float/trmm/24/trmm-standard-128-float-24,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-3.0,160,2.9579634082328764e-08,1.331373728721153e-07,0.0007741868120342731,0.006250000005820766,trmm-128,1805,1600
trmm,standard,128,float,16,float24,./build/bin/float/trmm/16/trmm-standard-128-float-16,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,1.0,160,3.814054975436338e-05,8.844078889183692e-05,1.1871069182391396,6.0,trmm-128,1805,1600
trmm,standard,128,float,11,float19,./build/bin/float/trmm/11/trmm-standard-128-float-11,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,2.0,160,0.0012102129578744109,0.0025541795665633736,36.96226415094355,173.60000000000582,trmm-128,1805,1600
trmm,standard,128,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-128-float-8,./build/stats/trmm/128/trmm-standard-128,0.0,85320.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-2.0,3.0,160,0.009967394208802527,0.022381756756756948,305.53459119496875,1427.2000000000116,trmm-128,1805,1600
trmm,standard,64,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-64-fixed-24,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1054.576171875,-4.0,-1.0,160,1.3108300940896408e-05,5.73844596385684e-05,0.07959905660380862,0.2578125,trmm-64,1805,1600
trmm,standard,64,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-64-fixed-16,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1062.49560546875,-4.0,-0.0,160,2.2478266894639213e-05,8.084541202274165e-05,0.14190251572330548,0.5,trmm-64,1805,1600
trmm,standard,64,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-64-fixed-11,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1052.034912109375,-3.0,1.0,160,0.00037378532895127205,0.0009727626459143969,2.342767295597519,14.0,trmm-64,1805,1600
trmm,standard,64,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-64-fixed-8,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1054.01953125,-2.0,2.0,160,0.0026248384106979054,0.007102272727272727,17.496855345911985,124.80000000000291,trmm-64,1805,1600
trmm,standard,64,float,24,float32,./build/bin/float/trmm/24/trmm-standard-64-float-24,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-3.0,160,2.934088353595752e-08,1.324332288214436e-07,0.00019354670300713824,0.0015625000014551915,trmm-64,1805,1600
trmm,standard,64,float,16,float24,./build/bin/float/trmm/16/trmm-standard-64-float-16,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,-0.0,160,3.79199988626728e-05,8.809796493700995e-05,0.29677672955978346,1.5,trmm-64,1805,1600
trmm,standard,64,float,11,float19,./build/bin/float/trmm/11/trmm-standard-64-float-11,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,1.0,160,0.0011983091428807505,0.002824858757062147,9.133647798742173,38.0,trmm-64,1805,1600
trmm,standard,64,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-64-float-8,./build/stats/trmm/64/trmm-standard-64,0.0,21348.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-2.0,2.0,160,0.009535589386515135,0.023317307692307693,72.77987421383652,343.2000000000007,trmm-64,1805,1600
trmm,standard,32,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-32-fixed-24,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1055.67431640625,-5.0,-2.0,160,3.3483343405582017e-06,1.33355901256449e-05,0.004982618415892212,0.01611328125,trmm-32,1805,1600
trmm,standard,32,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-32-fixed-16,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1053.044189453125,-4.0,-1.0,160,1.4871669160551848e-05,3.0281924719135148e-05,0.02605395047170982,0.125,trmm-32,1805,1600
trmm,standard,32,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-32-fixed-11,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1060.27392578125,-3.0,-0.0,160,0.00041958146841252733,0.0009699321047526673,0.7036163522012696,4.0,trmm-32,1805,1600
trmm,standard,32,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-32-fixed-8,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1059.090087890625,-2.0,1.0,160,0.002856856027956122,0.0078125,4.770440251572339,30.800000000000182,trmm-32,1805,1600
trmm,standard,32,float,24,float32,./build/bin/float/trmm/24/trmm-standard-32-float-24,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-4.0,160,2.9542189466816763e-08,1.3104705152652123e-07,5.0075698942947076e-05,0.0003906250003637979,trmm-32,1805,1600
trmm,standard,32,float,16,float24,./build/bin/float/trmm/16/trmm-standard-32-float-16,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,-1.0,160,3.774530548366081e-05,8.742022904100009e-05,0.07458726415095511,0.375,trmm-32,1805,1600
trmm,standard,32,float,11,float19,./build/bin/float/trmm/11/trmm-standard-32-float-11,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,1.0,160,0.0011994644591152898,0.0028011204481792717,2.2834119496855463,10.600000000000364,trmm-32,1805,1600
trmm,standard,32,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-32-float-8,./build/stats/trmm/32/trmm-standard-32,0.0,5346.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-2.0,2.0,160,0.009418679829196145,0.022499999999999958,17.924528301886802,87.60000000000036,trmm-32,1805,1600
trmm,standard,16,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-16-fixed-24,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1052.4072265625,-6.0,-3.0,160,7.862161855029467e-07,2.909058175846933e-06,0.0003116055854488291,0.0009765625,trmm-16,1805,1600
trmm,standard,16,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-16-fixed-16,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1060.99560546875,-4.0,-2.0,160,1.431538362004206e-05,2.9890898221491557e-05,0.006406004323902053,0.03125,trmm-16,1805,1600
trmm,standard,16,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-16-fixed-11,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1056.41259765625,-3.0,-0.0,160,0.0004372984144164751,0.0009478672985781991,0.18622248427673224,1.0,trmm-16,1805,1600
trmm,standard,16,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-16-fixed-8,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1078.9033203125,-2.0,1.0,160,0.002890493495587693,0.007633587786259542,1.143081761006292,7.5,trmm-16,1805,1600
trmm,standard,16,float,24,float32,./build/bin/float/trmm/24/trmm-standard-16-float-24,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-4.0,160,3.098806203894992e-08,1.3563366215906276e-07,1.3185896962585383e-05,9.765625009094947e-05,trmm-16,1805,1600
trmm,standard,16,float,16,float24,./build/bin/float/trmm/16/trmm-standard-16-float-16,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,-1.0,160,3.745796483638791e-05,8.609556607834697e-05,0.018824931210694507,0.09375,trmm-16,1805,1600
trmm,standard,16,float,11,float19,./build/bin/float/trmm/11/trmm-standard-16-float-11,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,,-2.0,-0.0,160,0.0011971515805531438,0.0027624309392265192,0.5776336477987448,2.900000000000091,trmm-16,1805,1600
trmm,standard,16,float,8,bfloat16,./build/bin/float/trmm/8/trmm-standard-16-float-8,./build/stats/trmm/16/trmm-standard-16,0.0,1341.0,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,,-2.0,1.0,160,0.009357603525250082,0.023496240601503758,4.636792452830191,21.40000000000009,trmm-16,1805,1600
trmm,standard,8,fixed,24,float32,./build/bin/fixed/trmm/24/trmm-standard-8-fixed-24,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,1051.180908203125,-6.0,-4.0,160,2.0671633306554325e-07,7.124731487788e-07,2.02910705189464e-05,6.103515625e-05,trmm-8,1805,1600
trmm,standard,8,fixed,16,float24,./build/bin/fixed/trmm/16/trmm-standard-8-fixed-16,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,1056.755126953125,-4.0,-2.0,160,1.4377731192699629e-05,3.0281924719135148e-05,0.00164756534984346,0.0078125,trmm-8,1805,1600
trmm,standard,8,fixed,11,float19,./build/bin/fixed/trmm/11/trmm-standard-8-fixed-11,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,2.0,-5.0,2065,1600,1073.39990234375,-3.0,-1.0,160,0.0004474089002356131,0.0009699321047526673,0.0500442216981139,0.25,trmm-8,1805,1600
trmm,standard,8,fixed,8,bfloat16,./build/bin/fixed/trmm/8/trmm-standard-8-fixed-8,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,16,16,16,0,0,0,0,0,0,0,2,0,5,0,0,11,0,0,0,0,205,1140,720,0,0,880,720,0,5.0,-2.0,2065,1600,1060.422119140625,-2.0,-0.0,160,0.0031633947299550286,0.0078125,0.3384433962264158,2.0,trmm-8,1805,1600
trmm,standard,8,float,24,float32,./build/bin/float/trmm/24/trmm-standard-8-float-24,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-11.0,-18.0,2065,1600,,-7.0,-5.0,160,3.061196059928098e-08,1.304169835255962e-07,3.2676840727781767e-06,2.4414062522737368e-05,trmm-8,1805,1600
trmm,standard,8,float,16,float24,./build/bin/float/trmm/16/trmm-standard-8-float-16,./build/stats/trmm/8/trmm-standard-8,0.0,337.5,0,0,7,4,4,0,3,3,0,2,2,0,0,0,4,0,0,0,0,2,1,0,205,1140,720,0,0,880,720,0,-3.0,-10.0,2065,1600,,-4.0,-2.0,160,3.728829548789119e-05,8.356313194618534e-05,0.004787613011006982,0.0234375,trmm-8,1805,1600
