bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp,energy_per_op,rel_err_pred,rel_err_pred_formal,fix_err_eq_fl_err,energy_pred,lut_share,ff_share,dsp_share,max_area_share,ml_error,energy_gain_rel,time_gain_rel,error_gain_rel,lut_gain_rel,ff_gain_rel,dsp_gain_rel,canon_arch,target_err,in_sim,in_pred,err_lt_target,min_dist,rel_err_diff,energy_diff,lut_diff,ff_diff,dsp_diff
gemm,fixed,8,noFPU,noFPU_IMZm,0,1,0.051,1590120000.0,1963.539285629,81096120.0,noFPU_IMZm_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.374449096832744e-06,0.6043030822571107,0.4502650416817687,105.0465613144136,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,noFPU,noFPU_IM,0,0,0.047,1892180000.0,3027.451877895,88932460.0,noFPU_IM_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.374449096832744e-06,0.6626970524694302,0.5357976168901776,105.0465613144136,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,float19,float19_IMFZm,1,1,0.046,1605400000.0,1660.10772441,73848400.0,float19_IMFZm_fixed,0.0007534672398892,float19,11,0.0002919701850928,120,6352,5880,407.679993,1119.38427734375,10351.0,7317.0,6.0,13096.679316888043,0.0032129392195998,9.5367431640625e-07,16777216.0,83190107.02087286,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0004049923547467,0.5502953253467122,0.4545917905038057,28734.52472438457,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,float24,float24_IMFZm,1,1,0.048,1605400000.0,1720.973101168,77059200.0,float24_IMFZm_fixed,2.571539208834276e-05,float24,16,1.4834549691027074e-05,120,6352,5880,407.679993,1119.84521484375,10699.0,7388.0,6.0,13394.331119544591,6.510416666666663e-05,3.0517578125e-05,524288.0,85080791.27134724,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,8.20320724291014e-05,0.5742212090574388,0.4545917905038057,980.692365428375,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,noFPU,noFPU_IMZm,0,1,0.051,1590120000.0,1963.539285629,81096120.0,noFPU_IMZm_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.374449096832744e-06,0.6043030822571107,0.4502650416817687,105.0465613144136,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,noFPU,noFPU_IM,0,0,0.047,1892180000.0,3027.451877895,88932460.0,noFPU_IM_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.374449096832744e-06,0.6626970524694302,0.5357976168901776,105.0465613144136,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,float32,float32_IMFZm,1,1,0.051,1605400000.0,1813.476607617,81875400.0,float32_IMFZm_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,11192.0,7543.0,10.0,13989.634724857686,1.2715657552083325e-07,0.0078125,2048.0,88862159.77229603,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,6.374449096832744e-06,0.6101100346235288,0.4545917905038057,105.0465613144136,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,0,1,True,4.810844034903505,1.0,1.0096093376600508,1.3416446895228962,1.309321298385697,2.5
gemm,fixed,8,noFPU,noFPU_IMZm,0,1,0.051,1590120000.0,1963.539285629,81096120.0,noFPU_IMZm_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.374449096832744e-06,0.6043030822571107,0.4502650416817687,105.0465613144136,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,8,noFPU,noFPU_IM,0,0,0.047,1892180000.0,3027.451877895,88932460.0,noFPU_IM_fixed,2.754496320109851e-06,float32,24,2.7545376552488405e-06,120,6352,5880,407.679993,1126.653076171875,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.374449096832744e-06,0.6626970524694302,0.5357976168901776,105.0465613144136,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,bfloat16,bfloat16_IMFZm,1,1,0.045,1788500000.0,1621.661888045,80482500.0,bfloat16_IMFZm_fixed,0.0044616200995394,bfloat16,8,0.0033563023344619,120,6352,5880,26.92,1143.17529296875,10431.0,7288.0,4.0,12505.559772296016,0.0333333333333333,1.1920928955078125e-07,134217728.0,79435315.67362429,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0006081836923648,0.5997305767249766,0.5064391536788692,181229.5945791804,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IMZm,0,1,0.05,1790200000.0,2062.695111376,89510000.0,noFPU_IMZm_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.6724231690480503e-06,0.6670007010549207,0.5069205328017398,1.2545683655253974,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IM,0,0,0.046,2419600000.0,3144.924594438,111301600.0,noFPU_IM_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.6724231690480503e-06,0.8293849316113772,0.6851440739398332,1.2545683655253974,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,float19,float19_IMFZm,1,1,0.047,1788500000.0,1491.522325722,84059500.0,float19_IMFZm_fixed,0.0007234016657467,float19,11,0.0002520179607091,120,6352,5880,26.92,1116.05224609375,10351.0,7317.0,6.0,13096.679316888043,0.0032129392195998,9.5367431640625e-07,16777216.0,83190107.02087286,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0002333226423595,0.6263852690238645,0.5064391536788692,29384.34642042084,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,bfloat16,bfloat16_IMFZm,1,1,0.045,1788500000.0,1621.661888045,80482500.0,bfloat16_IMFZm_fixed,0.0044616200995394,bfloat16,8,0.0033563023344619,120,6352,5880,26.92,1143.17529296875,10431.0,7288.0,4.0,12505.559772296016,0.0333333333333333,1.1920928955078125e-07,134217728.0,79435315.67362429,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0006081836923648,0.5997305767249766,0.5064391536788692,181229.5945791804,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.001,0,1,True,1.0109043189659792,6.167555745028712,0.9574468085106383,1.007728721862622,0.996036627032937,0.6666666666666666
gemm,fixed,2,noFPU,noFPU_IMZm,0,1,0.05,1790200000.0,2062.695111376,89510000.0,noFPU_IMZm_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.6724231690480503e-06,0.6670007010549207,0.5069205328017398,1.2545683655253974,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IM,0,0,0.046,2419600000.0,3144.924594438,111301600.0,noFPU_IM_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.6724231690480503e-06,0.8293849316113772,0.6851440739398332,1.2545683655253974,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,float19,float19_IMFZm,1,1,0.047,1788500000.0,1491.522325722,84059500.0,float19_IMFZm_fixed,0.0007234016657467,float19,11,0.0002520179607091,120,6352,5880,26.92,1116.05224609375,10351.0,7317.0,6.0,13096.679316888043,0.0032129392195998,9.5367431640625e-07,16777216.0,83190107.02087286,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0002333226423595,0.6263852690238645,0.5064391536788692,29384.34642042084,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,float24,float24_IMFZm,1,1,0.048,1788500000.0,1546.467936748,85848000.0,float24_IMFZm_fixed,2.4162875171059463e-05,float24,16,7.997713811602511e-06,120,6352,5880,26.92,1121.544677734375,10699.0,7388.0,6.0,13394.331119544591,6.510416666666663e-05,3.0517578125e-05,524288.0,85080791.27134724,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,4.726000299278317e-05,0.6397126151733084,0.5064391536788692,981.4883323594776,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IMZm,0,1,0.05,1790200000.0,2062.695111376,89510000.0,noFPU_IMZm_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.6724231690480503e-06,0.6670007010549207,0.5069205328017398,1.2545683655253974,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IM,0,0,0.046,2419600000.0,3144.924594438,111301600.0,noFPU_IM_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.6724231690480503e-06,0.8293849316113772,0.6851440739398332,1.2545683655253974,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,float32,float32_IMFZm,1,1,0.051,1788500000.0,1653.301870476,91213500.0,float32_IMFZm_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,11192.0,7543.0,10.0,13989.634724857686,1.2715657552083325e-07,0.0078125,2048.0,88862159.77229603,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,3.6724231690480503e-06,0.6796946536216402,0.5064391536788692,1.2545683655253974,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,0,1,True,4.810846855990319,1.0,1.0190313931404313,1.3416446895228962,1.309321298385697,2.5
gemm,fixed,2,noFPU,noFPU_IMZm,0,1,0.05,1790200000.0,2062.695111376,89510000.0,noFPU_IMZm_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.6724231690480503e-06,0.6670007010549207,0.5069205328017398,1.2545683655253974,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,2,noFPU,noFPU_IM,0,0,0.046,2419600000.0,3144.924594438,111301600.0,noFPU_IM_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.6724231690480503e-06,0.8293849316113772,0.6851440739398332,1.2545683655253974,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,256,bfloat16,bfloat16_IMFZm,1,1,0.044,1589660000.0,1993.740220096,69945040.0,bfloat16_IMFZm_fixed,0.0706349363142548,bfloat16,8,0.1084881594508781,120,6352,5880,409845.75,1141.822998046875,10431.0,7288.0,4.0,12505.559772296016,0.0333333333333333,0.0001908492995426,134217728.0,79435315.67362429,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0042927766990446,0.5212086997577307,0.4501347861544038,2752180.823975075,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,0,1,True,7.846188457480222,42.08023998576151,0.6001797148725384,1.037600716204118,1.0044101433296582,1.0
gemm,fixed,256,noFPU,noFPU_IMZm,0,1,0.049,1602240000.0,1914.256261885,78509760.0,noFPU_IMZm_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,2.5921268207342215e-05,0.5850303313557543,0.4536969916636462,2612947.6728514214,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,0,1,True,7.961354967316744,39.95139570263231,0.6736712906520808,0.8298020491395603,0.7939636163175303,1.0
gemm,float,256,float19,float19_IMF,1,0,0.035,3531520000.0,2422.55275335,123603200.0,float19_IMF_float,0.000483018134366,float19,11,0.0021464301941999,120,6352,5880,409845.75,,9874.0,7281.0,6.0,23844.625,0.0032129392195998,0.0333333333333333,16777216.0,151461058.0,0.1557413249211356,0.0574211356466876,0.025,0.1557413249211356,0.0012487428663676,0.9210526315789472,1.0,18820.053027584385,0.9211680194047952,0.9698947648861064,0.6,IMFfloat19,0.01,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,256,noFPU,noFPU_IM,0,0,0.046,1929800000.0,2890.633128353,88770800.0,noFPU_IM_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,2.5921268207342215e-05,0.6614924123919803,0.5464502537151141,2612947.6728514214,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,0,1,True,8.075286722971228,39.95139570263231,0.7617185354816743,0.7894160946981,0.7890022050716649,1.0
gemm,float,256,noFPU,noFPU_IM,0,0,0.045,21959020000.0,8997.345645155,988155900.0,noFPU_IM_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,7936.0,5725.0,4.0,187692.0825426945,1.2715657552083325e-07,4.069010416666664e-06,2048.0,1192220108.3111954,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.0635978865953005e-07,7.363430656368631,6.218008109822399,1.0,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,float,256,bfloat16,bfloat16_IMF,1,0,0.033,3531520000.0,1920.33694992,116540160.0,bfloat16_IMF_float,0.0016785773165304,bfloat16,8,0.0161307964657773,120,6352,5880,409845.75,,10053.0,7256.0,4.0,23163.35,0.0333333333333333,0.2666666666666666,134217728.0,147133599.2,0.1585646687697161,0.0572239747634069,0.0166666666666666,0.1585646687697161,0.010855092606991,0.868421052631579,1.0,65403.16369170702,0.9378673383711168,0.966564539762888,0.4,IMFbfloat16,0.01,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,256,float19,float19_IMFZm,1,1,0.045,1589660000.0,1730.948746154,71534700.0,float19_IMFZm_fixed,0.0678851358452493,float19,11,0.1071259271868697,120,6352,5880,409845.75,1161.05615234375,10351.0,7317.0,6.0,13096.679316888043,0.0032129392195998,0.0001908492995426,16777216.0,83190107.02087286,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0016468741517647,0.5330543520249519,0.4501347861544038,2645039.110321016,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,0,1,True,7.585948027932372,40.44206672920321,0.6138201629378234,1.029642892668855,1.008406835722161,1.5
gemm,fixed,256,float24,float24_IMFZm,1,1,0.047,1589660000.0,1721.938960683,74714020.0,float24_IMFZm_fixed,0.0670880227459711,float24,16,0.1067310043902255,120,6352,5880,409845.75,1110.974365234375,10699.0,7388.0,6.0,13394.331119544591,6.510416666666663e-05,0.0001908492995426,524288.0,85080791.27134724,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,0.0003335779012017,0.5567456565593941,0.4501347861544038,2613980.833767717,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.001,0,1,True,7.617188542990285,138.89338302800888,0.6044667128359137,1.0835527648369454,1.0146957835462163,1.0
gemm,fixed,256,noFPU,noFPU_IMZm,0,1,0.049,1602240000.0,1914.256261885,78509760.0,noFPU_IMZm_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,2.5921268207342215e-05,0.5850303313557543,0.4536969916636462,2612947.6728514214,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,0,1,True,8.114445298064137,138.8384862158277,0.6351757883291047,0.844845047599757,0.7912374673808543,0.6666666666666666
gemm,float,256,float19,float19_IMF,1,0,0.035,3531520000.0,2422.55275335,123603200.0,float19_IMF_float,0.000483018134366,float19,11,0.0021464301941999,120,6352,5880,409845.75,,9874.0,7281.0,6.0,23844.625,0.0032129392195998,0.0333333333333333,16777216.0,151461058.0,0.1557413249211356,0.0574211356466876,0.025,0.1557413249211356,0.0012487428663676,0.9210526315789472,1.0,18820.053027584385,0.9211680194047952,0.9698947648861064,0.6,IMFfloat19,0.001,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,256,noFPU,noFPU_IM,0,0,0.046,1929800000.0,2890.633128353,88770800.0,noFPU_IM_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,2.5921268207342215e-05,0.6614924123919803,0.5464502537151141,2612947.6728514214,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,0,1,True,8.217410530965799,138.8384862158277,0.7181917620255787,0.8037269596921207,0.7862930916082955,0.6666666666666666
gemm,float,256,noFPU,noFPU_IM,0,0,0.045,21959020000.0,8997.345645155,988155900.0,noFPU_IM_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,7936.0,5725.0,4.0,187692.0825426945,1.2715657552083325e-07,4.069010416666664e-06,2048.0,1192220108.3111954,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.0635978865953005e-07,7.363430656368631,6.218008109822399,1.0,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,fixed,256,float32,float32_IMFZm,1,1,0.049,1589660000.0,1795.493453912,77893340.0,float32_IMFZm_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,11192.0,7543.0,10.0,13989.634724857686,1.2715657552083325e-07,0.0078125,2048.0,88862159.77229603,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,2.5921268207342215e-05,0.5804369610938365,0.4501347861544038,2612947.6728514214,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,0.0001,0,1,True,7.89969143201741,10646.795864850537,0.612683458932383,1.0924353343094193,1.02542142468733,1.6666666666666667
gemm,fixed,256,noFPU,noFPU_IMZm,0,1,0.049,1602240000.0,1914.256261885,78509760.0,noFPU_IMZm_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,8342.0,5761.0,4.0,14138.862944162436,1.2715657552083325e-07,0.0078125,2048.0,89810057.4213198,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,2.5921268207342215e-05,0.5850303313557543,0.4536969916636462,2612947.6728514214,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,0,1,True,8.247458237919842,2612947.6728514214,0.0794507830191572,1.0511592741935485,1.006288209606987,1.0
gemm,fixed,256,noFPU,noFPU_IM,0,0,0.046,1929800000.0,2890.633128353,88770800.0,noFPU_IM_fixed,0.0670615065901687,float32,24,0.1067213548167691,120,6352,5880,409845.75,1189.892822265625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.8,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,2.5921268207342215e-05,0.6614924123919803,0.5464502537151141,2612947.6728514214,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,0,1,True,8.223758370529591,2612947.6728514214,0.08983481250276398,1.0,1.0,1.0
gemm,float,256,noFPU,noFPU_IM,0,0,0.045,21959020000.0,8997.345645155,988155900.0,noFPU_IM_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,7936.0,5725.0,4.0,187692.0825426945,1.2715657552083325e-07,4.069010416666664e-06,2048.0,1192220108.3111954,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.0635978865953005e-07,7.363430656368631,6.218008109822399,1.0,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,float,256,float24,float24_IMF,1,0,0.036,3531520000.0,2560.903353499,127134720.0,float24_IMF_float,6.298750106740224e-06,float24,16,6.682044632256506e-05,120,6352,5880,409845.75,,10245.0,7356.0,6.0,25207.175,6.510416666666663e-05,0.0010416666666666,524288.0,160115975.6,0.1615930599369085,0.0580126182965299,0.025,0.1615930599369085,3.3978601436186226e-05,0.9473684210526316,1.0,245.4210361520914,0.9557794570389028,0.9798854402557612,0.6,IMFfloat24,0.0001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,float,256,float32,float32_IMF,1,0,0.038,3531520000.0,2463.398512282,134197760.0,float32_IMF_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,10719.0,7507.0,10.0,26569.725,1.2715657552083325e-07,4.069010416666664e-06,2048.0,168770893.2,0.1690694006309148,0.0592034700315457,0.0416666666666666,0.1690694006309148,1.0635978865953005e-07,1.0,1.0,1.0,1.0,1.0,1.0,IMFfloat32,1e-05,0,1,True,1.9010095690963005,0.004074630340083332,1.0555555555555556,1.0462664714494876,1.0205274605764003,1.6666666666666667
gemm,float,256,noFPU,noFPU_IM,0,0,0.045,21959020000.0,8997.345645155,988155900.0,noFPU_IM_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,7936.0,5725.0,4.0,187692.0825426945,1.2715657552083325e-07,4.069010416666664e-06,2048.0,1192220108.3111954,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.0635978865953005e-07,7.363430656368631,6.218008109822399,1.0,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gemm,float,256,float24,float24_IMF,1,0,0.036,3531520000.0,2560.903353499,127134720.0,float24_IMF_float,6.298750106740224e-06,float24,16,6.682044632256506e-05,120,6352,5880,409845.75,,10245.0,7356.0,6.0,25207.175,6.510416666666663e-05,0.0010416666666666,524288.0,160115975.6,0.1615930599369085,0.0580126182965299,0.025,0.1615930599369085,3.3978601436186226e-05,0.9473684210526316,1.0,245.4210361520914,0.9557794570389028,0.9798854402557612,0.6,IMFfloat24,1e-05,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
gesummv,fixed,128,bfloat16,bfloat16_IMFZm,1,1,0.036,279620000.0,506.595768553,10066320.0,bfloat16_IMFZm_fixed,0.0051741477410853,bfloat16,8,0.0035826019574069,16,1600,1072,185548.8125,1071.2724609375,10431.0,7288.0,4.0,12505.559772296016,0.0625,8.640289888717242e-05,134217728.0,20008895.635673624,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0026942501947312,0.4194579638642576,0.4660644042936195,142253.6645645245,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
gesummv,fixed,128,noFPU,noFPU_IMZm,0,1,0.04,276640000.0,510.836783306,11065600.0,noFPU_IMZm_fixed,1.841526094403456e-05,float32,24,1.8415604283538663e-05,16,1600,1072,185548.8125,1061.22998046875,8342.0,5761.0,4.0,14138.862944162436,2.384185791015625e-07,0.0078125,2048.0,22622180.7106599,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.6268813127609286e-05,0.4610974064937662,0.4610974064937662,506.29369014720095,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
