bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp,energy_per_op,rel_err_pred,rel_err_pred_formal,fix_err_eq_fl_err,energy_pred,lut_share,ff_share,dsp_share,max_area_share,ml_error,energy_gain_rel,time_gain_rel,error_gain_rel,lut_gain_rel,ff_gain_rel,dsp_gain_rel,canon_arch,target_err,in_sim,in_pred,err_lt_target,min_dist,rel_err_diff,energy_diff,lut_diff,ff_diff,dsp_diff
3mm,fixed,128,bfloat16,bfloat16_IMFZm,1,1,0.043,1534820000.0,1451.357944581,65997259.99999999,bfloat16_IMFZm_fixed,0.0043783685422095,bfloat16,8,0.0031153342343562,72,5220,4800,14571572.0,1371.75537109375,10431.0,7288.0,4.0,12505.559772296016,0.0555555555555555,0.0067854169756174,134217728.0,65279022.0113852,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0103682247210617,0.4130755351240191,0.3938627195368555,66503.45944422463,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,noFPU,noFPU_IMZm,0,1,0.049,1558960000.0,1666.288398341,76389040.0,noFPU_IMZm_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.260692150338291e-05,0.4781174790530714,0.4000574824729781,551.4918629530243,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,noFPU,noFPU_IM,0,0,0.047,1946420000.0,2643.770144888,91481740.0,noFPU_IM_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.260692150338291e-05,0.5725823875805812,0.4994867636341241,551.4918629530243,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,float19,float19_IMFZm,1,1,0.045,1534820000.0,1247.3870173,69066900.0,float19_IMFZm_fixed,0.000770870103441,float19,11,0.0003877359820911,72,5220,4800,14571572.0,1385.5966796875,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,0.0067854169756174,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0039776495471113,0.4322883507111829,0.3938627195368555,11708.81988730057,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,float24,float24_IMFZm,1,1,0.046,1534820000.0,1288.526687092,70601720.0,float24_IMFZm_fixed,6.136277318778359e-05,float24,16,4.627056250948913e-05,72,5220,4800,14571572.0,1360.2529296875,10699.0,7388.0,6.0,13394.331119544591,0.0001085069444444,0.0067854169756174,524288.0,69918408.44402276,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,0.0008056814700866,0.4418947585047647,0.3938627195368555,932.0450434306216,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.001,0,1,True,0.376173275643914,0.07960196265735722,1.0222222222222221,1.0336199401024055,1.009703430367637,1.0
3mm,fixed,128,noFPU,noFPU_IMZm,0,1,0.049,1558960000.0,1666.288398341,76389040.0,noFPU_IMZm_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.260692150338291e-05,0.4781174790530714,0.4000574824729781,551.4918629530243,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,noFPU,noFPU_IM,0,0,0.047,1946420000.0,2643.770144888,91481740.0,noFPU_IM_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.260692150338291e-05,0.5725823875805812,0.4994867636341241,551.4918629530243,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,float19,float19_IMFZm,1,1,0.045,1534820000.0,1247.3870173,69066900.0,float19_IMFZm_fixed,0.000770870103441,float19,11,0.0003877359820911,72,5220,4800,14571572.0,1385.5966796875,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,0.0067854169756174,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0039776495471113,0.4322883507111829,0.3938627195368555,11708.81988730057,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,float24,float24_IMFZm,1,1,0.046,1534820000.0,1288.526687092,70601720.0,float24_IMFZm_fixed,6.136277318778359e-05,float24,16,4.627056250948913e-05,72,5220,4800,14571572.0,1360.2529296875,10699.0,7388.0,6.0,13394.331119544591,0.0001085069444444,0.0067854169756174,524288.0,69918408.44402276,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,0.0008056814700866,0.4418947585047647,0.3938627195368555,932.0450434306216,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,float32,float32_IMFZm,1,1,0.048,1534820000.0,1339.775600334,73671360.0,float32_IMFZm_fixed,3.6310594941989455e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,11192.0,7543.0,10.0,13989.634724857686,2.119276258680556e-07,0.0078125,2048.0,73025893.26375712,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,6.260692150338291e-05,0.4611075740919284,0.3938627195368555,551.5251068613035,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,0.0001,0,1,True,1.9065444516703924,0.5917365375725612,1.0434782608695652,1.0460790728105431,1.020979967514889,1.6666666666666667
3mm,fixed,128,noFPU,noFPU_IMZm,0,1,0.049,1558960000.0,1666.288398341,76389040.0,noFPU_IMZm_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,6.260692150338291e-05,0.4781174790530714,0.4000574824729781,551.4918629530243,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,128,noFPU,noFPU_IM,0,0,0.047,1946420000.0,2643.770144888,91481740.0,noFPU_IM_fixed,3.630840627265637e-05,float32,24,3.63097749843753e-05,72,5220,4800,14571572.0,1379.178466796875,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,6.260692150338291e-05,0.5725823875805812,0.4994867636341241,551.4918629530243,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,float,128,float32,float32_IMF,1,0,0.041,3896840000.0,2297.476120029,159770440.0,float32_IMF_float,6.583670351587598e-08,float32,24,7.52888218451343e-08,72,5220,4800,14571572.0,,10719.0,7507.0,10.0,26569.725,2.119276258680556e-07,6.781684027777779e-06,2048.0,138693964.5,0.1690694006309148,0.0592034700315457,0.0416666666666666,0.1690694006309148,1.2656182383051436e-07,1.0,1.0,1.0,1.0,1.0,1.0,IMFfloat32,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,float,128,noFPU,noFPU_IM,0,0,0.049,18088940000.0,7813.53758271,886358060.0,noFPU_IM_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,14571572.0,,7936.0,5725.0,4.0,187692.0825426945,2.119276258680556e-07,6.781684027777779e-06,2048.0,979752670.8728652,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.2656182383051436e-07,5.547697433893278,4.641950914073967,1.117157486909527,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,bfloat16,bfloat16_IMFZm,1,1,0.044,1436320000.0,1045.147007183,63198080.0,bfloat16_IMFZm_fixed,0.0043783685422096,bfloat16,8,0.0031153342343563,72,5220,4800,0.183333,1150.539306640625,10431.0,7288.0,4.0,12505.559772296016,0.0555555555555555,1.1920928955078125e-07,134217728.0,65279022.0113852,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.000258593480317,0.3941999942115711,0.367322721878964,66503.45954602616,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IMZm,0,1,0.049,1433360000.0,1194.184181055,70234640.0,noFPU_IMZm_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.5614767386948276e-06,0.4380907565776014,0.366565735095544,11.975243735763534,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IM,0,0,0.046,1910320000.0,2052.834767938,87874720.0,noFPU_IM_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.5614767386948276e-06,0.5481213055102849,0.4885429027374279,11.975243735763534,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,float19,float19_IMFZm,1,1,0.045,1436320000.0,1020.110566469,64634400.0,float19_IMFZm_fixed,0.0007521274080909,float19,11,0.0003584600645301,72,5220,4800,0.183333,1164.416015625,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,9.5367431640625e-07,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,9.920639912247925e-05,0.4031590849891068,0.367322721878964,11424.135308670911,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,bfloat16,bfloat16_IMFZm,1,1,0.044,1436320000.0,1045.147007183,63198080.0,bfloat16_IMFZm_fixed,0.0043783685422096,bfloat16,8,0.0031153342343563,72,5220,4800,0.183333,1150.539306640625,10431.0,7288.0,4.0,12505.559772296016,0.0555555555555555,1.1920928955078125e-07,134217728.0,65279022.0113852,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.000258593480317,0.3941999942115711,0.367322721878964,66503.45954602616,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.001,0,1,True,1.0055614928369991,5.821312313724967,0.9777777777777777,1.007728721862622,0.996036627032937,0.6666666666666666
3mm,fixed,1,noFPU,noFPU_IMZm,0,1,0.049,1433360000.0,1194.184181055,70234640.0,noFPU_IMZm_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.5614767386948276e-06,0.4380907565776014,0.366565735095544,11.975243735763534,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IM,0,0,0.046,1910320000.0,2052.834767938,87874720.0,noFPU_IM_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.5614767386948276e-06,0.5481213055102849,0.4885429027374279,11.975243735763534,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,float19,float19_IMFZm,1,1,0.045,1436320000.0,1020.110566469,64634400.0,float19_IMFZm_fixed,0.0007521274080909,float19,11,0.0003584600645301,72,5220,4800,0.183333,1164.416015625,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,9.5367431640625e-07,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,9.920639912247925e-05,0.4031590849891068,0.367322721878964,11424.135308670911,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,float24,float24_IMFZm,1,1,0.047,1436320000.0,1056.356472427,67507040.0,float24_IMFZm_fixed,2.4763566218949904e-05,float24,16,1.311913134888395e-05,72,5220,4800,0.183333,1151.330078125,10699.0,7388.0,6.0,13394.331119544591,0.0001085069444444,3.0517578125e-05,524288.0,69918408.44402276,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,2.009446949519376e-05,0.4210772665441782,0.367322721878964,376.1361814065484,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IMZm,0,1,0.049,1433360000.0,1194.184181055,70234640.0,noFPU_IMZm_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.5614767386948276e-06,0.4380907565776014,0.366565735095544,11.975243735763534,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IM,0,0,0.046,1910320000.0,2052.834767938,87874720.0,noFPU_IM_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.5614767386948276e-06,0.5481213055102849,0.4885429027374279,11.975243735763534,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,float19,float19_IMFZm,1,1,0.045,1436320000.0,1020.110566469,64634400.0,float19_IMFZm_fixed,0.0007521274080909,float19,11,0.0003584600645301,72,5220,4800,0.183333,1164.416015625,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,9.5367431640625e-07,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,9.920639912247925e-05,0.4031590849891068,0.367322721878964,11424.135308670911,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.0001,0,1,True,0.3767058985754105,30.372338193977374,0.9574468085106383,0.9674735956631461,0.9903898213318896,1.0
3mm,fixed,1,float32,float32_IMFZm,1,1,0.049,1436320000.0,1082.084313166,70379680.0,float32_IMFZm_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,11192.0,7543.0,10.0,13989.634724857686,2.119276258680556e-07,0.0078125,2048.0,73025893.26375712,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,1.5614767386948276e-06,0.4389954480992496,0.367322721878964,11.975243735763534,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,0,1,True,4.810843314162903,1.0,1.0020650778590166,1.3416446895228962,1.309321298385697,2.5
3mm,fixed,1,noFPU,noFPU_IMZm,0,1,0.049,1433360000.0,1194.184181055,70234640.0,noFPU_IMZm_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.5614767386948276e-06,0.4380907565776014,0.366565735095544,11.975243735763534,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,1,noFPU,noFPU_IM,0,0,0.046,1910320000.0,2052.834767938,87874720.0,noFPU_IM_fixed,7.884105701549574e-07,float32,24,7.884112131087607e-07,72,5220,4800,0.183333,1150.003662109375,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.5614767386948276e-06,0.5481213055102849,0.4885429027374279,11.975243735763534,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,bfloat16,bfloat16_IMFZm,1,1,0.044,1547180000.0,1489.425471414,68075920.0,bfloat16_IMFZm_fixed,0.0043783685422095,bfloat16,8,0.0031153342343562,72,5220,4800,3557.512695,1370.5693359375,10431.0,7288.0,4.0,12505.559772296016,0.0555555555555555,1.656595941167324e-06,134217728.0,65279022.0113852,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0019173454592026,0.4260858266397714,0.3970345202779688,66503.45944422463,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IMZm,0,1,0.05,1513320000.0,1439.553507723,75666000.0,noFPU_IMZm_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.157759403259526e-05,0.4735919861020599,0.3883454286036891,8.356395936855868,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IM,0,0,0.048,1891180000.0,2170.652510918,90776640.0,noFPU_IM_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.157759403259526e-05,0.5681691807320554,0.4853111752086306,8.356395936855868,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,float19,float19_IMFZm,1,1,0.046,1547180000.0,1252.482916153,71170280.0,float19_IMFZm_fixed,0.0007521274080908,float19,11,0.0003584600645303,72,5220,4800,3557.512695,1369.973388671875,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,1.656595941167324e-06,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0007355674189778,0.4454533642143065,0.3970345202779688,11424.135291181923,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IMZm,0,1,0.05,1513320000.0,1439.553507723,75666000.0,noFPU_IMZm_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.157759403259526e-05,0.4735919861020599,0.3883454286036891,8.356395936855868,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IM,0,0,0.048,1891180000.0,2170.652510918,90776640.0,noFPU_IM_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.157759403259526e-05,0.5681691807320554,0.4853111752086306,8.356395936855868,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,float19,float19_IMFZm,1,1,0.046,1547180000.0,1252.482916153,71170280.0,float19_IMFZm_fixed,0.0007521274080908,float19,11,0.0003584600645303,72,5220,4800,3557.512695,1369.973388671875,10351.0,7317.0,6.0,13096.679316888043,0.0053548986993331,1.656595941167324e-06,16777216.0,68364666.03415559,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,0.0007355674189778,0.4454533642143065,0.3970345202779688,11424.135291181923,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,float24,float24_IMFZm,1,1,0.047,1547180000.0,1289.371445974,72717460.0,float24_IMFZm_fixed,2.4270252378406103e-05,float24,16,1.2696629646171295e-05,72,5220,4800,3557.512695,1364.939453125,10699.0,7388.0,6.0,13394.331119544591,0.0001085069444444,3.0517578125e-05,524288.0,69918408.44402276,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,0.0001489907626226,0.455137133001574,0.3970345202779688,368.6431896237564,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,float32,float32_IMFZm,1,1,0.049,1547180000.0,1348.549849993,75811820.0,float32_IMFZm_fixed,5.52084568945406e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,11192.0,7543.0,10.0,13989.634724857686,2.119276258680556e-07,0.0078125,2048.0,73025893.26375712,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,1.157759403259526e-05,0.474504670576109,0.3970345202779688,8.385665433754218,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,0.0001,0,1,True,1.9065447040902657,0.022747376514164742,1.0425531914893618,1.0460790728105431,1.020979967514889,1.6666666666666667
3mm,fixed,16,noFPU,noFPU_IMZm,0,1,0.05,1513320000.0,1439.553507723,75666000.0,noFPU_IMZm_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.157759403259526e-05,0.4735919861020599,0.3883454286036891,8.356395936855868,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IM,0,0,0.048,1891180000.0,2170.652510918,90776640.0,noFPU_IM_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.157759403259526e-05,0.5681691807320554,0.4853111752086306,8.356395936855868,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
3mm,float,16,float32,float32_IMF,1,0,0.041,3896840000.0,2279.716894935,159770440.0,float32_IMF_float,6.583670351587598e-08,float32,24,7.52888218451343e-08,72,5220,4800,3557.512695,,10719.0,7507.0,10.0,26569.725,2.119276258680556e-07,6.781684027777779e-06,2048.0,138693964.5,0.1690694006309148,0.0592034700315457,0.0416666666666666,0.1690694006309148,1.162550570119023e-07,1.0,1.0,1.0,1.0,1.0,1.0,IMFfloat32,1e-05,0,1,True,4.518433882822888,0.11966881506768988,2.111522216054767,1.284943658595061,1.3030723832667939,2.5
3mm,fixed,16,noFPU,noFPU_IMZm,0,1,0.05,1513320000.0,1439.553507723,75666000.0,noFPU_IMZm_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,8342.0,5761.0,4.0,14138.862944162436,2.119276258680556e-07,0.0078125,2048.0,73804864.56852792,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.157759403259526e-05,0.4735919861020599,0.3883454286036891,8.356395936855868,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,float,16,noFPU,noFPU_IM,0,0,0.049,18088940000.0,7528.705866977,886358060.0,noFPU_IM_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,3557.512695,,7936.0,5725.0,4.0,187692.0825426945,2.119276258680556e-07,6.781684027777779e-06,2048.0,979752670.8728652,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.162550570119023e-07,5.547697433893278,4.641950914073967,1.117157486909527,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,0,1,True,2.736287695681942,0.1336889127024614,9.764164657339157,1.0,1.0,1.0
3mm,fixed,16,noFPU,noFPU_IM,0,0,0.048,1891180000.0,2170.652510918,90776640.0,noFPU_IM_fixed,5.501575617560505e-07,float32,24,5.501578665916013e-07,72,5220,4800,3557.512695,1361.533447265625,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.157759403259526e-05,0.5681691807320554,0.4853111752086306,8.356395936855868,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,0,False,0.0,1.0,1.0,1.0,1.0,1.0
3mm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.044,1537260000.0,1413.715542618,67639440.0,bfloat16_IMFZm_fixed,0.0043783685422095,bfloat16,8,0.0031153342343562,72,5220,4800,56920.203125,1376.815185546875,10431.0,7288.0,4.0,12505.559772296016,0.0555555555555555,2.650553506100551e-05,134217728.0,65279022.0113852,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0033653872628354,0.4233539070180942,0.3944888679032241,66503.45944422463,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
