bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp,energy_per_op,rel_err_pred,rel_err_pred_formal,fix_err_eq_fl_err,energy_pred,lut_share,ff_share,dsp_share,max_area_share,ml_error,energy_gain_rel,time_gain_rel,error_gain_rel,lut_gain_rel,ff_gain_rel,dsp_gain_rel,canon_arch
atax,fixed,2,noFPU,noFPU_IM,0,0,0.05,686640000.0,1385.387200695,34332000.0,noFPU_IM_fixed,5.393096789496029e-07,float32,24,5.39309970634811e-07,22,2244,1760,61.532001,1029.9130859375,7936.0,5725.0,4.0,17954.5875,3.4679066051136386e-07,0.0078125,2048.0,40290094.35,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,4.038705126618976e-06,0.6933328809665462,0.5685329623925679,8.21706391914907,0.7403675716018285,0.7626215532169974,0.4,IM
bicg,fixed,2,noFPU,noFPU_IM,0,0,0.045,660700000.0,1680.27900033,29731500.0,noFPU_IM_fixed,4.1473100230938116e-08,float32,24,4.147310236969683e-08,42,2242,1760,27.363638,1059.52880859375,7936.0,5725.0,4.0,17954.5875,1.816522507440477e-07,0.0078125,2048.0,40254185.175000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.917482144622378e-06,0.7265904514262254,0.6458581790455337,0.8853457351109483,0.7403675716018285,0.7626215532169974,0.4,IM
gemm,fixed,2,noFPU,noFPU_IM,0,0,0.046,2419600000.0,3144.924594438,111301600.0,noFPU_IM_fixed,3.0885725087404864e-08,float32,24,3.08857264052687e-08,120,6352,5880,26.92,1112.89306640625,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.80000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.6724231690480508e-06,0.8293849316113772,0.6851440739398332,1.2545683655253974,0.7403675716018285,0.7626215532169974,0.4,IM
gemver,fixed,2,noFPU,noFPU_IM,0,0,0.049,1378180000.0,7054.903227839,67530820.0,noFPU_IM_fixed,6.309982347711543e-08,float32,24,6.309984732853658e-08,440,4640,4020,213.954514,1539.040771484375,7936.0,5725.0,4.0,17954.5875,3.4679066051136395e-08,0.0078125,2048.0,83309286.0,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.0803991003176123e-06,0.8297531388444098,0.6942832386249144,1.7156180599390956,0.7403675716018285,0.7626215532169974,0.4,IM
gesummv,fixed,2,noFPU,noFPU_IM,0,0,0.038,382240000.0,1249.776696625,14525120.0,noFPU_IM_fixed,2.187756340506517e-08,float32,24,2.1877562750695025e-08,16,1600,1072,45.300003,1058.4970703125,7936.0,5725.0,4.0,17954.5875,2.384185791015625e-07,0.0078125,2048.0,28727340.000000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.008512624808238e-06,0.6052536835789053,0.637109140609374,0.6014833208957552,0.7403675716018285,0.7626215532169974,0.4,IM
lu,fixed,2,noFPU,noFPU_IM,0,0,0.044,3560500000.0,7856.173495769,156662000.0,noFPU_IM_fixed,2.3442021312317305e-07,float32,24,2.344203422299238e-07,400,21550,5130,16.344999,1051.738525390625,7936.0,5725.0,4.0,17954.5875,1.5258789062500014e-07,0.0078125,2048.0,386921360.62500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,7.318638126076912e-06,0.9133050985396166,0.8717912304241795,0.9721377470660703,0.7403675716018285,0.7626215532169974,0.4,IM
ludcmp,fixed,2,noFPU,noFPU_IM,0,0,0.044,3343840000.0,3451.40499153,147128960.0,noFPU_IM_fixed,4.996139732240956e-05,float32,24,4.996356828711507e-05,20,22390,5910,16.344999,1219.95947265625,7936.0,5725.0,4.0,17954.5875,3.0517578125000014e-06,0.0078125,2048.0,402003214.12500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,0.00011351014529832909,0.8362945178071228,0.7982811306340718,2.153009322709836,0.7403675716018285,0.7626215532169974,0.4,IM
mvt,fixed,2,noFPU,noFPU_IM,0,0,0.047,615880000.0,1578.39245711,28946360.0,noFPU_IM_fixed,3.9569129061928246e-08,float32,24,3.95691337551494e-08,40,2080,1600,21.300001,1052.2841796875,7936.0,5725.0,4.0,17954.5875,1.907348632812501e-07,0.0078125,2048.0,37345542.0,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.6974457636413938e-06,0.6638829767714947,0.5650067887416975,0.6885073874486449,0.7403675716018285,0.7626215532169974,0.4,IM
symm,fixed,2,noFPU,noFPU_IM,0,0,0.048,1317020000.0,3229.207760517,63216960.0,noFPU_IM_fixed,3.239756069428362e-06,float32,24,3.239767096773956e-06,160,4935,4560,173.160004,1154.619384765625,7936.0,5725.0,4.0,17954.5875,9.536743164062504e-08,0.0078125,2048.0,88605889.3125,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.814252912169545e-06,0.7352036921513871,0.597352999873002,81.99246619759266,0.7403675716018285,0.7626215532169974,0.4,IM
syr2k,fixed,2,noFPU,noFPU_IM,0,0,0.046,2900700000.0,4978.016585637,133432200.0,noFPU_IM_fixed,5.018158317294008e-08,float32,24,5.018159050498344e-08,256,8872,8296,32.894997,1161.4306640625,7936.0,5725.0,4.0,17954.5875,1.1920928955078125e-07,0.0078125,2048.0,159293100.3,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.235473455448714e-06,1.0560957000208953,0.9183440869746915,1.419211709720334,0.7403675716018285,0.7626215532169974,0.4,IM
syrk,fixed,2,noFPU,noFPU_IM,0,0,0.044,1784840000.0,4412.016208021,78532960.0,noFPU_IM_fixed,1.8088535943562213e-08,float32,24,1.808853624178543e-08,256,4632,4216,27.484688,1028.5546875,7936.0,5725.0,4.0,17954.5875,5.960464477539063e-08,0.0078125,2048.0,83165649.30000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.154112802699659e-06,0.8276335946082436,0.7335843224936704,0.9318149438030298,0.7403675716018285,0.7626215532169974,0.4,IM
trmm,fixed,2,noFPU,noFPU_IM,0,0,0.05,738880000.0,2802.402491295,36944000.0,noFPU_IM_fixed,4.407265909677743e-08,float32,24,4.407266311239529e-08,160,1805,1600,21.9375,1074.65283203125,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.9715924517071944e-07,0.7095075237296312,0.5959863199328902,1.2960412909967896,0.7403675716018285,0.7626215532169974,0.4,IM
heat-3d,fixed,2,noFPU,noFPU_IM,0,0,0.053,216140000.0,2357.74244101,11455420.0,noFPU_IM_fixed,1e-09,float32,24,0.0,125,8350,8100,52.0,1379.443603515625,7936.0,5725.0,4.0,17954.5875,2.441406250000003e-07,0.0078125,2048.0,149920805.625,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,6.149283403641437e-06,0.20669258875005636,0.13649510577833912,1.0,0.7403675716018285,0.7626215532169974,0.4,IM
jacobi-1d,fixed,2,noFPU,noFPU_IM,0,0,0.05,210760000.0,610.602116049,10538000.0,noFPU_IM_fixed,1.377404015710114e-07,float32,24,1.3774042308927162e-07,15,840,780,10.0,899.28271484375,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,15081853.500000002,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,8.753027392403824e-07,0.06398150765640923,0.07165928857517834,3.6580333394344446,0.7403675716018285,0.7626215532169974,0.4,IM
jacobi-2d,fixed,2,noFPU,noFPU_IM,0,0,0.056,3571620000.0,5502.993928685,200010720.0,noFPU_IM_fixed,4.321674772654085e-06,float32,24,4.321700770065112e-06,225,18250,16900,32.133335,1070.129150390625,7936.0,5725.0,4.0,17954.5875,2.712673611111107e-07,0.0078125,2048.0,327671221.875,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.0897963181628338e-05,0.9256014582994928,0.6446153013157182,19.611559453976735,0.7403675716018285,0.7626215532169974,0.4,IM
seidel-2d,fixed,2,noFPU,noFPU_IM,0,0,0.04,25632140000.0,13864.384568475,1025285600.0,noFPU_IM_fixed,2.6520091975946056e-07,float32,24,2.65201052224818e-07,400,30360,29160,40.099998,1025.488525390625,7936.0,5725.0,4.0,17954.5875,1.5258789062500014e-07,0.0078125,2048.0,545101276.5,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.483439001287877e-05,2.968518094838377,2.894305142467418,4.757857810339483,0.7403675716018285,0.7626215532169974,0.4,IM
2mm,fixed,32,noFPU,noFPU_IM,0,0,0.046,1729080000.0,2513.719297704,79537680.0,noFPU_IM_fixed,1.5164752131096947e-05,float32,24,1.5165014682395985e-05,112,5700,5232,628531.1875,1368.058837890625,7936.0,5725.0,4.0,17954.5875,1.3623918805803557e-07,0.0078125,2048.0,102341148.75000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.5480511945055813e-05,0.5637983281197834,0.478002930362425,401.3403778028492,0.7403675716018285,0.7626215532169974,0.4,IM
3mm,fixed,32,noFPU,noFPU_IM,0,0,0.048,1943920000.0,2013.78393062,93308160.0,noFPU_IM_fixed,2.332683386475534e-06,float32,24,2.332688916356256e-06,72,5220,4800,56920.203125,1377.82958984375,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.032137052014486e-05,0.5840139139630585,0.4988452181767791,35.431351539540955,0.7403675716018285,0.7626215532169974,0.4,IM
atax,fixed,32,noFPU,noFPU_IM,0,0,0.05,689000000.0,1173.518416745,34450000.0,noFPU_IM_fixed,2.8904869454247257e-06,float32,24,2.8904953039600764e-06,22,2244,1760,252035.078125,1026.671630859375,7936.0,5725.0,4.0,17954.5875,3.4679066051136386e-07,0.0078125,2048.0,40290094.35,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.1839675370739052e-05,0.6957158845769987,0.5704870253531389,44.04021829217053,0.7403675716018285,0.7626215532169974,0.4,IM
bicg,fixed,32,noFPU,noFPU_IM,0,0,0.043,646300000.0,1368.996062648,27790900.0,noFPU_IM_fixed,8.825151422556411e-07,float32,24,8.825159381897737e-07,42,2242,1760,7005.091309,1069.467529296875,7936.0,5725.0,4.0,17954.5875,1.816522507440477e-07,0.0078125,2048.0,40254185.175000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,5.907458550959249e-06,0.6791652818236915,0.6317816575104107,18.83946493066863,0.7403675716018285,0.7626215532169974,0.4,IM
gemm,fixed,32,noFPU,noFPU_IM,0,0,0.047,1929320000.0,2454.012030385,90678040.0,noFPU_IM_fixed,4.6004962878185925e-05,float32,24,4.601617895766983e-05,120,6352,5880,6430.719727,1134.983642578125,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.80000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.1156381513197151e-05,0.6757045721180442,0.5463143349039508,1683.1732979050114,0.7403675716018285,0.7626215532169974,0.4,IM
gemver,fixed,32,noFPU,noFPU_IM,0,0,0.05,1291180000.0,5631.480890777,64559000.0,noFPU_IM_fixed,5.585555608364099e-06,float32,24,5.5861651807983365e-06,440,4640,4020,45254740.0,1547.66943359375,7936.0,5725.0,4.0,17954.5875,3.4679066051136395e-08,0.021073380485177037,2048.0,83309286.0,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.3007058091358678e-05,0.7932383005367957,0.6504554064401725,140.82753218504124,0.7403675716018285,0.7626215532169974,0.4,IM
gesummv,fixed,32,noFPU,noFPU_IM,0,0,0.038,378540000.0,1064.865133658,14384520.0,noFPU_IM_fixed,1.150293723706226e-06,float32,24,1.1502950634902828e-06,16,1600,1072,11596.800781,1096.755615234375,7936.0,5725.0,4.0,17954.5875,2.384185791015625e-07,0.0078125,2048.0,28727340.000000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,9.268750530355836e-06,0.5993949596639776,0.630942062804187,31.62520780445678,0.7403675716018285,0.7626215532169974,0.4,IM
lu,fixed,32,noFPU,noFPU_IM,0,0,0.045,3567820000.0,6202.545473187,160551900.0,noFPU_IM_fixed,5.460158095857823e-05,float32,24,5.460865060002024e-05,400,21550,5130,261.519989,1056.009765625,7936.0,5725.0,4.0,17954.5875,1.5258789062500014e-07,0.0078125,2048.0,386921360.62500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.2845912304273641e-05,0.9359823623483849,0.8735835381918259,226.43208617606516,0.7403675716018285,0.7626215532169974,0.4,IM
ludcmp,fixed,32,noFPU,noFPU_IM,0,0,0.044,3598520000.0,2975.827956505,158334880.0,noFPU_IM_fixed,0.0003792950506887,float32,24,0.0003791497030706,20,22390,5910,261.519989,1275.591796875,7936.0,5725.0,4.0,17954.5875,3.0517578125000014e-06,0.0078125,2048.0,402003214.12500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,0.00019923670866471953,0.8999899959983994,0.8590813598166539,16.345134923281734,0.7403675716018285,0.7626215532169974,0.4,IM
mvt,fixed,32,noFPU,noFPU_IM,0,0,0.047,615880000.0,1251.858917366,28946360.0,noFPU_IM_fixed,3.8622670063484737e-05,float32,24,3.867777170543028e-05,40,2080,1600,5110.399902,1062.046630859375,7936.0,5725.0,4.0,17954.5875,1.907348632812501e-07,0.0078125,2048.0,37345542.0,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,5.161194254408391e-06,0.680905617201533,0.5650067887416975,916.5752722409406,0.7403675716018285,0.7626215532169974,0.4,IM
symm,fixed,32,noFPU,noFPU_IM,0,0,0.046,1302500000.0,2508.665280411,59915000.0,noFPU_IM_fixed,0.0002372108421967,float32,24,0.0002372719171651,160,4935,4560,43810.558594,1160.932373046875,7936.0,5725.0,4.0,17954.5875,9.536743164062504e-08,0.0078125,2048.0,88605889.3125,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,8.649596170265562e-06,0.6968023963071043,0.5907672490429797,6464.636210030011,0.7403675716018285,0.7626215532169974,0.4,IM
syr2k,fixed,32,noFPU,noFPU_IM,0,0,0.047,2900700000.0,4057.253801223,136332900.0,noFPU_IM_fixed,4.83553811383976e-05,float32,24,4.836484777641023e-05,256,8872,8296,7960.319336,1156.52880859375,7936.0,5725.0,4.0,17954.5875,1.1920928955078125e-07,0.0078125,2048.0,159293100.3,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,9.854805936621375e-06,1.1067223612259103,0.9183440869746915,1422.9578766354991,0.7403675716018285,0.7626215532169974,0.4,IM
syrk,fixed,32,noFPU,noFPU_IM,0,0,0.044,1481920000.0,3399.14789176,65204479.99999999,noFPU_IM_fixed,1.24017187614909e-06,float32,24,1.2401804859977428e-06,256,4632,4216,6632.879883,1026.22412109375,7936.0,5725.0,4.0,17954.5875,5.960464477539063e-08,0.0078125,2048.0,83165649.30000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.5133155910873492e-06,0.7052524284109807,0.6090816427185743,54.595613023224004,0.7403675716018285,0.7626215532169974,0.4,IM
trmm,fixed,32,noFPU,noFPU_IM,0,0,0.049,738880000.0,2211.268070139,36205120.0,noFPU_IM_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.2114124005904714e-06,0.7122763335783322,0.5959863199328902,116.81598933330949,0.7403675716018285,0.7626215532169974,0.4,IM
2mm,float,512,noFPU,noFPU_IM,0,0,0.048,20339840000.0,8387.707281854,976312320.0,noFPU_IM_float,3.9984630429626226e-08,float32,24,4.334922788993757e-08,112,5700,5232,2574463744.0,,7936.0,5725.0,4.0,187692.0825426945,1.3623918805803557e-07,4.359654017857138e-06,2048.0,1069844870.4933586,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.0001874274998422e-07,6.920534440264626,5.622934232715008,1.05815509395871,0.7403675716018285,0.7626215532169974,0.4,IM
3mm,float,512,noFPU,noFPU_IM,0,0,0.049,18088940000.0,7593.343805476,886358060.0,noFPU_IM_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,3730322432.0,,7936.0,5725.0,4.0,187692.0825426945,2.119276258680556e-07,6.781684027777779e-06,2048.0,979752670.8728652,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.3393578848895037e-07,5.547697433893278,4.641950914073967,1.1171574869095273,0.7403675716018285,0.7626215532169974,0.4,IM
atax,float,512,noFPU,noFPU_IM,0,0,0.051,6918700000.0,4032.152235734,352853700.0,noFPU_IM_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,1032335680.0,,7936.0,5725.0,4.0,187692.0825426945,3.4679066051136386e-07,1.1097301136363643e-05,2048.0,421181033.2258064,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,8.132895392258598e-08,7.125861364927922,5.728633646314604,0.933691745590735,0.7403675716018285,0.7626215532169974,0.4,IM
bicg,float,512,noFPU,noFPU_IM,0,0,0.05,6517720000.0,4095.770408672,325886000.0,noFPU_IM_float,4.6163657112635327e-08,float32,24,4.034227218969073e-08,42,2242,1760,1793303.375,,7936.0,5725.0,4.0,187692.0825426945,1.816522507440477e-07,5.812872023809526e-06,2048.0,420805649.06072104,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.822161200543906e-08,7.964134196171968,6.371307356937574,0.9854772542735319,0.7403675716018285,0.7626215532169974,0.4,IM
gemm,float,512,noFPU,noFPU_IM,0,0,0.045,21951340000.0,8534.138890316,987810300.0,noFPU_IM_float,2.8151001219387885e-08,float32,24,3.26013408593121e-08,120,6352,5880,1638891.5,,7936.0,5725.0,4.0,187692.0825426945,1.2715657552083325e-07,4.069010416666664e-06,2048.0,1192220108.3111954,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.078759452829771e-07,7.360855352578165,6.215833408843784,1.0,0.7403675716018285,0.7626215532169974,0.4,IM
gemver,float,512,noFPU,noFPU_IM,0,0,0.053,15548140000.0,11229.446281365,824051420.0,noFPU_IM_float,4.1161700977841865e-08,float32,24,6.122133705893849e-08,440,4640,4020,41561861652480.0,,7936.0,5725.0,4.0,187692.0825426945,3.4679066051136395e-08,1.1097301136363646e-06,2048.0,870891262.9981024,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.680656346003277e-08,10.125143635368163,7.832658283964051,1.0062588349034494,0.7403675716018285,0.7626215532169974,0.4,IM
gesummv,float,512,noFPU,noFPU_IM,0,0,0.046,3910260000.0,3126.228191455,179871960.0,noFPU_IM_float,3.6372685068779876e-08,float32,24,2.1877562750695025e-08,16,1600,1072,2968781.0,,7936.0,5725.0,4.0,187692.0825426945,2.384185791015625e-07,7.62939453125e-06,2048.0,300307332.0683112,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,5.3380148770866566e-08,7.495164677645176,6.517534502300153,1.0,0.7403675716018285,0.7626215532169974,0.4,IM
lu,float,512,noFPU,noFPU_IM,0,0,0.05,22929700000.0,22963.076548269,1146485000.0,noFPU_IM_float,2.2870060759171465e-07,float32,24,1.96784774018796e-07,400,21550,5130,4184.319824,,7936.0,5725.0,4.0,187692.0825426945,1.5258789062500014e-07,4.882812500000004e-06,2048.0,4044764378.7950664,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.533640142540078e-07,6.683756085708036,5.61435511199475,0.9484186131169127,0.7403675716018285,0.7626215532169974,0.4,IM
ludcmp,float,512,noFPU,noFPU_IM,0,0,0.051,25705620000.0,21266.015924571,1310986620.0,noFPU_IM_float,2.256782872318164e-05,float32,24,1.7097528350012852e-05,20,22390,5910,4184.319824,,7936.0,5725.0,4.0,187692.0825426945,3.0517578125000014e-06,9.765625000000005e-05,2048.0,4202425728.13093,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,9.280709027711264e-06,7.451768320964749,6.136750381970971,0.9725257546496806,0.7403675716018285,0.7626215532169974,0.4,IM
mvt,float,512,noFPU,noFPU_IM,0,0,0.049,6067700000.0,3772.304676363,297317300.0,noFPU_IM_float,4.781186194970943e-08,float32,24,5.00411539733317e-08,40,2080,1600,1304422.375,,7936.0,5725.0,4.0,187692.0825426945,1.907348632812501e-07,6.103515625000003e-06,2048.0,390399531.68880457,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.4357213398779875e-08,6.993798863179803,5.566492972734945,1.1307346215622924,0.7403675716018285,0.7626215532169974,0.4,IM
symm,float,512,noFPU,noFPU_IM,0,0,0.05,17601160000.0,8013.9437104,880058000.0,noFPU_IM_float,3.677426967160489e-08,float32,24,3.3237218121444016e-08,160,4935,4560,11207209.0,,7936.0,5725.0,4.0,187692.0825426945,9.536743164062504e-08,3.0517578125000014e-06,2048.0,926260427.3481973,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,4.8027839146770974e-08,10.234941555357382,7.983254413178758,0.9563600805136637,0.7403675716018285,0.7626215532169974,0.4,IM
syr2k,float,512,noFPU,noFPU_IM,0,0,0.05,30826180000.0,13364.20383027,1541309000.0,noFPU_IM_float,3.180280651839523e-08,float32,24,2.9190510967282763e-08,256,8872,8296,2030469.0,,7936.0,5725.0,4.0,187692.0825426945,1.1920928955078125e-07,3.814697265625e-06,2048.0,1665204156.3187857,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,9.63860293596894e-08,12.512028540863918,9.759382261873856,0.9738084545674063,0.7403675716018285,0.7626215532169974,0.4,IM
syrk,float,512,noFPU,noFPU_IM,0,0,0.047,16630240000.0,8472.947281315,781621280.0,noFPU_IM_float,2.0513588004843247e-08,float32,24,2.0513588458028357e-08,256,4632,4216,1691566.125,,7936.0,5725.0,4.0,187692.0825426945,5.960464477539063e-08,1.9073486328125e-06,2048.0,869389726.3377609,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.5052034466011917e-08,8.237255154889061,6.8351691710781575,0.9919724276791465,0.7403675716018285,0.7626215532169974,0.4,IM
trmm,float,512,noFPU,noFPU_IM,0,0,0.048,6284460000.0,4244.078650596,301654080.0,noFPU_IM_float,2.830449605411177e-08,float32,24,2.9004602020599288e-08,160,1805,1600,1364256.0,,7936.0,5725.0,4.0,187692.0825426945,2.384185791015626e-08,7.629394531250004e-07,2048.0,338784208.9895636,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,5.858754309363295e-09,5.793250306510938,5.06909401819707,0.9886270767361776,0.7403675716018285,0.7626215532169974,0.4,IM
2mm,fixed,64,noFPU,noFPU_IM,0,0,0.046,1734720000.0,2810.314429064,79797120.0,noFPU_IM_fixed,7.305898754629301e-05,float32,24,7.30670131498591e-05,112,5700,5232,5028249.5,1353.214599609375,7936.0,5725.0,4.0,17954.5875,1.3623918805803557e-07,0.0078125,2048.0,102341148.75000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.8856095466844474e-05,0.5656373538274404,0.4795621043319603,1718.5316885378586,0.7403675716018285,0.7626215532169974,0.4,IM
3mm,fixed,64,noFPU,noFPU_IM,0,0,0.047,1944680000.0,2389.883635777,91399960.0,noFPU_IM_fixed,7.103363347807763e-06,float32,24,7.103413946296613e-06,72,5220,4800,910723.25,1406.070556640625,7936.0,5725.0,4.0,17954.5875,2.119276258680556e-07,0.0078125,2048.0,93722946.75000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.566873209122901e-05,0.5720705281903211,0.499040247995812,107.89366673097241,0.7403675716018285,0.7626215532169974,0.4,IM
atax,fixed,64,noFPU,noFPU_IM,0,0,0.05,691360000.0,1406.02830099,34568000.0,noFPU_IM_fixed,1.2632624313494858e-05,float32,24,1.2632784253143938e-05,22,2244,1760,2016280.625,1042.83544921875,7936.0,5725.0,4.0,17954.5875,3.4679066051136386e-07,0.0078125,2048.0,40290094.35,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,3.3304060491413675e-05,0.6980988881874511,0.5724410883137099,192.47398202227333,0.7403675716018285,0.7626215532169974,0.4,IM
bicg,fixed,64,noFPU,noFPU_IM,0,0,0.043,646280000.0,1639.280658337,27790040.0,noFPU_IM_fixed,3.5254189709693125e-06,float32,24,3.52543169322474e-06,42,2242,1760,28020.365234,1078.72509765625,7936.0,5725.0,4.0,17954.5875,1.816522507440477e-07,0.0078125,2048.0,40254185.175000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,7.826507789824535e-06,0.6791442647950107,0.6317621067860564,75.25877335060049,0.7403675716018285,0.7626215532169974,0.4,IM
gemm,fixed,64,noFPU,noFPU_IM,0,0,0.047,1929320000.0,2982.178924254,90678040.0,noFPU_IM_fixed,0.0006922650927122,float32,24,0.0006949532577747,120,6352,5880,25661.439453,1128.193115234375,7936.0,5725.0,4.0,17954.5875,1.2715657552083325e-07,0.0078125,2048.0,114047539.80000001,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.477338297212206e-05,0.6757045721180442,0.5463143349039508,26924.307916428654,0.7403675716018285,0.7626215532169974,0.4,IM
gemver,fixed,64,noFPU,noFPU_IM,0,0,0.049,5410760000.0,8143.840886,265127240.0,noFPU_IM_fixed,2.8528792236490987e-05,float32,24,2.8563857865878016e-05,440,4640,4020,1349725056.0,1547.89453125,7936.0,5725.0,4.0,17954.5875,3.4679066051136395e-08,0.6285147070884698,2048.0,83309286.0,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,2.5905653554598468e-05,3.257626067374203,2.725768750251884,719.9852791220732,0.7403675716018285,0.7626215532169974,0.4,IM
gesummv,fixed,64,noFPU,noFPU_IM,0,0,0.039,384020000.0,1247.925665002,14976780.0,noFPU_IM_fixed,1.841526094403456e-05,float32,24,1.8415604283538663e-05,16,1600,1072,46387.203125,1059.93359375,7936.0,5725.0,4.0,17954.5875,2.384185791015625e-07,0.0078125,2048.0,28727340.000000004,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.2279721914825613e-05,0.6240741049403293,0.6400760050670045,506.29369014720095,0.7403675716018285,0.7626215532169974,0.4,IM
lu,fixed,64,noFPU,noFPU_IM,0,0,0.044,3501860000.0,8675.983235916,154081840.0,noFPU_IM_fixed,0.0001790213480551,float32,24,0.0001791262061177,400,21550,5130,523.039978,1055.675537109375,7936.0,5725.0,4.0,17954.5875,1.5258789062500014e-07,0.0078125,2048.0,386921360.62500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,1.478592919686313e-05,0.8982633316590203,0.857433180219974,742.3993334720336,0.7403675716018285,0.7626215532169974,0.4,IM
ludcmp,fixed,64,noFPU,noFPU_IM,0,0,0.043,3660200000.0,3458.409671775,157388600.0,noFPU_IM_fixed,0.0023696971127607,float32,24,0.0023604023370547,20,22390,5910,523.039978,1233.4853515625,7936.0,5725.0,4.0,17954.5875,3.0517578125000014e-06,0.0078125,2048.0,402003214.12500006,0.12517350157728707,0.04514984227129337,0.016666666666666666,0.12517350157728707,0.0002293258585264152,0.8946112535923461,0.8738063407181055,102.11844042007888,0.7403675716018285,0.7626215532169974,0.4,IM
