bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp
lu,fixed,8,float32,float32_IMF,1,0,0.045,3500960000.0,7367.404643501,157543200.0,float32_IMF_fixed,3.107902680043395e-06,float32,24,3.1079246834694843e-06,400,21550,5130,65.379997,1051.487060546875,10719.0,7507.0,10.0
ludcmp,fixed,8,float32,float32_IMF,1,0,0.044,3601700000.0,3542.155561819,158474800.0,float32_IMF_fixed,2.548350452256941e-05,float32,24,2.5483066361936623e-05,20,22390,5910,65.379997,1220.037353515625,10719.0,7507.0,10.0
mvt,fixed,8,float32,float32_IMF,1,0,0.049,624260000.0,1576.087202645,30588740.0,float32_IMF_fixed,4.6041698616396913e-07,float32,24,4.604229627310455e-07,40,2080,1600,322.399994,1059.63134765625,10719.0,7507.0,10.0
symm,fixed,8,float32,float32_IMF,1,0,0.048,1339180000.0,2967.101916516,64280640.0,float32_IMF_fixed,1.8146492366352783e-05,float32,24,1.8146838611054763e-05,160,4935,4560,2744.640137,1153.214599609375,10719.0,7507.0,10.0
syr2k,fixed,8,float32,float32_IMF,1,0,0.046,2882740000.0,4682.382658054,132606040.0,float32_IMF_fixed,1.0913919708208233e-06,float32,24,1.0914008279703084e-06,256,8872,8296,503.279968,1150.308349609375,10719.0,7507.0,10.0
syrk,fixed,8,float32,float32_IMF,1,0,0.045,1478980000.0,4125.733981287,66554100.0,float32_IMF_fixed,1.0211002777391125e-07,float32,24,1.0211007919181777e-07,256,4632,4216,419.595001,1025.90087890625,10719.0,7507.0,10.0
trmm,fixed,8,float32,float32_IMF,1,0,0.051,716080000.0,2553.663629501,36520080.0,float32_IMF_fixed,2.087653114072359e-07,float32,24,2.0671633306554325e-07,160,1805,1600,337.5,1051.180908203125,10719.0,7507.0,10.0
2mm,fixed,32,float32,float32_IMF,1,0,0.046,1755580000.0,2598.101474483,80756680.0,float32_IMF_fixed,1.5164752131096947e-05,float32,24,1.5165014682395985e-05,112,5700,5232,628531.1875,1368.058837890625,10719.0,7507.0,10.0
3mm,fixed,32,float32,float32_IMF,1,0,0.048,1921560000.0,2144.396325473,92234880.0,float32_IMF_fixed,2.332683386475534e-06,float32,24,2.332688916356256e-06,72,5220,4800,56920.203125,1377.82958984375,10719.0,7507.0,10.0
atax,fixed,32,float32,float32_IMF,1,0,0.051,695180000.0,1367.510860139,35454180.0,float32_IMF_fixed,2.8904869454247257e-06,float32,24,2.8904953039600764e-06,22,2244,1760,252035.078125,1026.671630859375,10719.0,7507.0,10.0
bicg,fixed,32,float32,float32_IMF,1,0,0.043,646180000.0,1533.047742364,27785739.999999996,float32_IMF_fixed,8.825151422556411e-07,float32,24,8.825159381897737e-07,42,2242,1760,7005.091309,1069.467529296875,10719.0,7507.0,10.0
gemm,fixed,32,float32,float32_IMF,1,0,0.048,1889940000.0,2710.850478235,90717120.0,float32_IMF_fixed,4.600575463768481e-05,float32,24,4.601617895766983e-05,120,6352,5880,6430.719727,1134.983642578125,10719.0,7507.0,10.0
gemver,fixed,32,float32,float32_IMF,1,0,0.05,1292420000.0,6128.524572069,64621000.0,float32_IMF_fixed,5.586420244420124e-06,float32,24,5.5861651807983365e-06,440,4640,4020,45254740.0,1547.66943359375,10719.0,7507.0,10.0
gesummv,fixed,32,float32,float32_IMF,1,0,0.039,365820000.0,1232.17499352,14266980.0,float32_IMF_fixed,1.150293723706226e-06,float32,24,1.1502950634902828e-06,16,1600,1072,11596.800781,1096.755615234375,10719.0,7507.0,10.0
lu,fixed,32,float32,float32_IMF,1,0,0.045,3492800000.0,7471.428074223,157176000.0,float32_IMF_fixed,5.460158095857823e-05,float32,24,5.460865060002024e-05,400,21550,5130,261.519989,1056.009765625,10719.0,7507.0,10.0
ludcmp,fixed,32,float32,float32_IMF,1,0,0.044,3644560000.0,3420.620623554,160360640.0,float32_IMF_fixed,0.0003792950506887516,float32,24,0.0003791497030706,20,22390,5910,261.519989,1275.591796875,10719.0,7507.0,10.0
mvt,fixed,32,float32,float32_IMF,1,0,0.048,611400000.0,1541.089294969,29347200.0,float32_IMF_fixed,3.8622670063484737e-05,float32,24,3.867777170543028e-05,40,2080,1600,5110.399902,1062.046630859375,10719.0,7507.0,10.0
symm,fixed,32,float32,float32_IMF,1,0,0.046,1293000000.0,2894.884675453,59478000.0,float32_IMF_fixed,0.00023721084219672375,float32,24,0.0002372719171651,160,4935,4560,43810.558594,1160.932373046875,10719.0,7507.0,10.0
syr2k,fixed,32,float32,float32_IMF,1,0,0.047,2882500000.0,4577.953176025,135477500.0,float32_IMF_fixed,4.8357190856177635e-05,float32,24,4.836484777641023e-05,256,8872,8296,7960.319336,1156.52880859375,10719.0,7507.0,10.0
syrk,fixed,32,float32,float32_IMF,1,0,0.045,1480180000.0,3994.456787098,66608100.0,float32_IMF_fixed,1.2401718761490901e-06,float32,24,1.2401804859977428e-06,256,4632,4216,6632.879883,1026.22412109375,10719.0,7507.0,10.0
trmm,fixed,32,float32,float32_IMF,1,0,0.051,716080000.0,2492.40770735,36520080.0,float32_IMF_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,10719.0,7507.0,10.0
2mm,fixed,128,float24,float24_IMFZm,1,1,0.046,1434940000.0,1618.453671792,66007240.0,float24_IMFZm_fixed,0.0004065016690344058,float24,16,0.0003938920638882,112,5700,5232,40225996.0,1270.61279296875,10699.0,7388.0,6.0
3mm,fixed,128,float24,float24_IMFZm,1,1,0.046,1534820000.0,1288.526687092,70601720.0,float24_IMFZm_fixed,6.136277318778359e-05,float24,16,4.627056250948913e-05,72,5220,4800,14571572.0,1360.2529296875,10699.0,7388.0,6.0
atax,fixed,128,float24,float24_IMFZm,1,1,0.048,596820000.0,592.293319112,28647360.0,float24_IMFZm_fixed,6.365417559377721e-05,float24,16,5.818782763582899e-05,22,2244,1760,16130245.0,1037.3818359375,10699.0,7388.0,6.0
bicg,fixed,128,float24,float24_IMFZm,1,1,0.042,507200000.0,760.336569261,21302400.0,float24_IMFZm_fixed,4.142206987534483e-05,float24,16,2.6729856135340364e-05,42,2242,1760,112081.460938,1067.060791015625,10699.0,7388.0,6.0
gemm,fixed,128,float24,float24_IMFZm,1,1,0.048,1591160000.0,1735.959374128,76375680.0,float24_IMFZm_fixed,0.01106577141705806,float24,16,0.0117840405626939,120,6352,5880,102522.875,1126.0263671875,10699.0,7388.0,6.0
gemver,fixed,128,float24,float24_IMFZm,1,1,0.042,1254300000.0,4539.140103688,52680600.0,float24_IMFZm_fixed,0.00010112773453806252,float24,16,8.953577795252922e-05,440,4640,4020,41686114304.0,1532.54052734375,10699.0,7388.0,6.0
gesummv,fixed,128,float24,float24_IMFZm,1,1,0.039,279620000.0,449.639691885,10905180.0,float24_IMFZm_fixed,4.857940464327765e-05,float24,16,2.9516899548566776e-05,16,1600,1072,185548.8125,1058.780517578125,10699.0,7388.0,6.0
lu,fixed,128,float24,float24_IMFZm,1,1,0.046,1933500000.0,5414.63053779,88941000.0,float24_IMFZm_fixed,0.000798326171180795,float24,16,0.0007919036249796,400,21550,5130,1046.079956,1057.021240234375,10699.0,7388.0,6.0
ludcmp,fixed,128,float24,float24_IMFZm,1,1,0.048,1659740000.0,1900.316086595,79667520.0,float24_IMFZm_fixed,0.05896005571550864,float24,16,127.88643202532737,20,22390,5910,1046.079956,1219.8779296875,10699.0,7388.0,6.0
mvt,fixed,128,float24,float24_IMFZm,1,1,0.045,525940000.0,731.693408013,23667300.0,float24_IMFZm_fixed,0.0016467279226955193,float24,16,0.0017394362180485,40,2080,1600,81574.398438,1058.380859375,10699.0,7388.0,6.0
symm,fixed,128,float24,float24_IMFZm,1,1,0.046,1062700000.0,1925.262833105,48884200.0,float24_IMFZm_fixed,0.0036268370800428863,float24,16,0.0036294923981913,160,4935,4560,700554.25,1209.788330078125,10699.0,7388.0,6.0
syr2k,fixed,128,float24,float24_IMFZm,1,1,0.048,1997460000.0,3173.085702552,95878080.0,float24_IMFZm_fixed,0.0043523554953809945,float24,16,0.0045013020532825,256,8872,8296,126996.476562,1158.7998046875,10699.0,7388.0,6.0
syrk,fixed,128,float24,float24_IMFZm,1,1,0.046,1254900000.0,2982.337036053,57725400.0,float24_IMFZm_fixed,4.6568204667596034e-05,float24,16,3.4938219930568626e-05,256,4632,4216,105803.515625,1025.474365234375,10699.0,7388.0,6.0
trmm,fixed,128,float24,float24_IMFZm,1,1,0.049,597460000.0,1836.376653125,29275540.0,float24_IMFZm_fixed,7.476312331303145e-05,float24,16,6.335389865017439e-05,160,1805,1600,85320.0,1060.679443359375,10699.0,7388.0,6.0
heat-3d,fixed,128,float24,float24_IMFZm,1,1,0.056,196500000.0,1907.564728714,11004000.0,float24_IMFZm_fixed,0.0,float24,16,0.0,125,8350,8100,3328.0,1399.372802734375,10699.0,7388.0,6.0
jacobi-1d,fixed,128,float24,float24_IMFZm,1,1,0.047,179040000.0,468.25919659,8414880.0,float24_IMFZm_fixed,4.15066271004619e-05,float24,16,2.7587460816578396e-05,15,840,780,145.066666,898.499267578125,10699.0,7388.0,6.0
jacobi-2d,fixed,128,float24,float24_IMFZm,1,1,0.052,3127740000.0,4257.894067624,162642480.0,float24_IMFZm_fixed,0.0002405541006079902,float24,16,0.0002267327682913,225,18250,16900,2056.533447,1064.184326171875,10699.0,7388.0,6.0
seidel-2d,fixed,128,float24,float24_IMFZm,1,1,0.052,4777780000.0,6936.778816896,248444560.0,float24_IMFZm_fixed,0.0001391725862144739,float24,16,0.0001274481012971,400,30360,29160,2566.399902,1061.153076171875,10699.0,7388.0,6.0
2mm,float,1,float24,float24_IMFZm,1,1,0.037,3644660000.0,1761.356218758,134852420.0,float24_IMFZm_float,1.2618407461319163e-05,float24,16,0.0001165745148965,112,5700,5232,19.18125,,10699.0,7388.0,6.0
3mm,float,1,float24,float24_IMFZm,1,1,0.038,3910240000.0,1522.042335385,148589120.0,float24_IMFZm_float,2.996489027984259e-05,float24,16,0.0002008551760553,72,5220,4800,0.183333,,10699.0,7388.0,6.0
atax,float,1,float24,float24_IMFZm,1,1,0.038,1205020000.0,606.871215926,45790760.0,float24_IMFZm_float,1.3195182035757006e-05,float24,16,0.0002594668638337,22,2244,1760,7.6915,,10699.0,7388.0,6.0
bicg,float,1,float24,float24_IMFZm,1,1,0.038,1022860000.0,734.527347072,38868680.0,float24_IMFZm_float,8.536045540898019e-06,float24,16,9.17167325544743e-05,42,2242,1760,6.840909,,10699.0,7388.0,6.0
gemm,float,1,float24,float24_IMFZm,1,1,0.036,3483620000.0,1737.919328417,125410319.99999999,float24_IMFZm_float,5.931908167355363e-06,float24,16,7.325382443903055e-05,120,6352,5880,7.21,,10699.0,7388.0,6.0
gemver,float,1,float24,float24_IMFZm,1,1,0.038,1982800000.0,4301.089910301,75346400.0,float24_IMFZm_float,1.0380102819646268e-05,float24,16,4.5945238359744047e-05,440,4640,4020,18.203592,,10699.0,7388.0,6.0
gesummv,float,1,float24,float24_IMFZm,1,1,0.038,600120000.0,455.230191055,22804560.0,float24_IMFZm_float,8.488431789479152e-06,float24,16,8.081963069710405e-06,16,1600,1072,11.325001,,10699.0,7388.0,6.0
lu,float,1,float24,float24_IMFZm,1,1,0.04,4061240000.0,5657.433800945,162449600.0,float24_IMFZm_float,0.0001027298499249521,float24,16,8.8637799644292e-05,400,21550,5130,8.1725,,10699.0,7388.0,6.0
ludcmp,float,1,float24,float24_IMFZm,1,1,0.039,4211060000.0,2899.426335126,164231340.0,float24_IMFZm_float,0.0035526604456004424,float24,16,0.0047202014398566,20,22390,5910,8.1725,,10699.0,7388.0,6.0
mvt,float,1,float24,float24_IMFZm,1,1,0.037,1089800000.0,715.359945109,40322600.0,float24_IMFZm_float,1.4685159025083389e-05,float24,16,0.0001141269188733,40,2080,1600,5.75,,10699.0,7388.0,6.0
symm,float,1,float24,float24_IMFZm,1,1,0.037,2203560000.0,1844.093670555,81531720.0,float24_IMFZm_float,1.0416063038593945e-05,float24,16,6.212582233044467e-05,160,4935,4560,43.830002,,10699.0,7388.0,6.0
syr2k,float,1,float24,float24_IMFZm,1,1,0.037,3159020000.0,2854.896036551,116883740.0,float24_IMFZm_float,8.089652865163466e-06,float24,16,4.704540282124332e-05,256,8872,8296,9.046875,,10699.0,7388.0,6.0
syrk,float,1,float24,float24_IMFZm,1,1,0.037,2422400000.0,2697.03573572,89628800.0,float24_IMFZm_float,6.591536384979323e-06,float24,16,6.779484116329185e-06,256,4632,4216,7.291172,,10699.0,7388.0,6.0
trmm,float,1,float24,float24_IMFZm,1,1,0.039,1243140000.0,1677.148114428,48482460.0,float24_IMFZm_float,8.753441556938693e-06,float24,16,3.94325805378704e-05,160,1805,1600,5.765625,,10699.0,7388.0,6.0
jacobi-1d,float,1,float24,float24_IMFZm,1,1,0.052,3071420000.0,1393.221145909,159713840.0,float24_IMFZm_float,0.0001342664845690914,float24,16,0.0002960356966159,15,840,780,10.0,,10699.0,7388.0,6.0
jacobi-2d,float,1,float24,float24_IMFZm,1,1,0.037,5549040000.0,4577.607050626,205314480.0,float24_IMFZm_float,0.00017947891624087346,float24,16,0.0003350878023362,225,18250,16900,16.066668,,10699.0,7388.0,6.0
seidel-2d,float,1,float24,float24_IMFZm,1,1,0.036,8832360000.0,7532.042455431,317964960.0,float24_IMFZm_float,0.00026389778013917605,float24,16,0.000379371856272,400,30360,29160,20.049999,,10699.0,7388.0,6.0
2mm,fixed,16,float24,float24_IMFZm,1,1,0.046,1432460000.0,1605.115604531,65893160.0,float24_IMFZm_fixed,2.7551257812365827e-05,float24,16,1.5744238149981818e-05,112,5700,5232,78566.398438,1291.404541015625,10699.0,7388.0,6.0
3mm,fixed,16,float24,float24_IMFZm,1,1,0.047,1547180000.0,1289.371445974,72717460.0,float24_IMFZm_fixed,2.4270252378406103e-05,float24,16,1.2696629646171295e-05,72,5220,4800,3557.512695,1364.939453125,10699.0,7388.0,6.0
atax,fixed,16,float24,float24_IMFZm,1,1,0.048,593680000.0,593.224911093,28496640.0,float24_IMFZm_fixed,1.9122518669002774e-05,float24,16,8.897314735285812e-06,22,2244,1760,31504.384766,1019.14599609375,10699.0,7388.0,6.0
bicg,fixed,16,float24,float24_IMFZm,1,1,0.042,507200000.0,751.80211554,21302400.0,float24_IMFZm_fixed,2.4266926373906866e-05,float24,16,1.2915945104849566e-05,42,2242,1760,1751.272827,1064.740966796875,10699.0,7388.0,6.0
gemm,fixed,16,float24,float24_IMFZm,1,1,0.048,1589660000.0,1725.687267959,76303680.0,float24_IMFZm_fixed,3.629541734310899e-05,float24,16,2.939699333802329e-05,120,6352,5880,1615.359985,1116.229248046875,10699.0,7388.0,6.0
gemver,fixed,16,float24,float24_IMFZm,1,1,0.05,989780000.0,4566.65515272,49489000.0,float24_IMFZm_fixed,2.3568713728503323e-05,float24,16,1.1969795349619832e-05,440,4640,4020,1623528.25,1562.566162109375,10699.0,7388.0,6.0
gesummv,fixed,16,float24,float24_IMFZm,1,1,0.04,279240000.0,460.892384086,11169600.0,float24_IMFZm_fixed,2.4233359608374708e-05,float24,16,1.3548250773902544e-05,16,1600,1072,2899.200195,1066.5986328125,10699.0,7388.0,6.0
lu,fixed,16,float24,float24_IMFZm,1,1,0.046,1933500000.0,5330.398210482,88941000.0,float24_IMFZm_fixed,2.75839908007951e-05,float24,16,2.1567535382653784e-05,400,21550,5130,130.759995,1056.400390625,10699.0,7388.0,6.0
ludcmp,fixed,16,float24,float24_IMFZm,1,1,0.048,1648480000.0,1883.495561902,79127040.0,float24_IMFZm_fixed,0.00019482421873814117,float24,16,0.0001622271883996,20,22390,5910,130.759995,1229.83056640625,10699.0,7388.0,6.0
mvt,fixed,16,float24,float24_IMFZm,1,1,0.045,525640000.0,703.699723199,23653800.0,float24_IMFZm_fixed,2.7765248128069353e-05,float24,16,1.9149597809503823e-05,40,2080,1600,1281.599976,1049.94580078125,10699.0,7388.0,6.0
symm,fixed,16,float24,float24_IMFZm,1,1,0.046,1063180000.0,2013.852582001,48906280.0,float24_IMFZm_fixed,8.602003665010218e-05,float24,16,7.570317581045379e-05,160,4935,4560,10961.280273,1158.04296875,10699.0,7388.0,6.0
syr2k,fixed,16,float24,float24_IMFZm,1,1,0.049,1997360000.0,3122.338560563,97870640.0,float24_IMFZm_fixed,2.9795947082187616e-05,float24,16,1.5981941248122434e-05,256,8872,8296,1997.759888,1148.46142578125,10699.0,7388.0,6.0
syrk,fixed,16,float24,float24_IMFZm,1,1,0.045,1254900000.0,2867.899218723,56470500.0,float24_IMFZm_fixed,1.8973787533386363e-05,float24,16,8.458314930198604e-06,256,4632,4216,1664.939941,1023.5654296875,10699.0,7388.0,6.0
trmm,fixed,16,float24,float24_IMFZm,1,1,0.049,597460000.0,1779.154014677,29275540.0,float24_IMFZm_fixed,1.774060196205148e-05,float24,16,1.431538362004206e-05,160,1805,1600,1341.0,1060.99560546875,10699.0,7388.0,6.0
heat-3d,fixed,16,float24,float24_IMFZm,1,1,0.056,197600000.0,1930.70905164,11065600.0,float24_IMFZm_fixed,0.0,float24,16,0.0,125,8350,8100,416.0,1342.49560546875,10699.0,7388.0,6.0
jacobi-1d,fixed,16,float24,float24_IMFZm,1,1,0.047,179160000.0,471.937672909,8420520.0,float24_IMFZm_fixed,2.828934643772347e-05,float24,16,1.4661734103861822e-05,15,840,780,18.133333,903.089111328125,10699.0,7388.0,6.0
jacobi-2d,fixed,16,float24,float24_IMFZm,1,1,0.052,3127740000.0,4183.211105585,162642480.0,float24_IMFZm_fixed,3.641813713892011e-05,float24,16,2.2584201290341785e-05,225,18250,16900,257.066681,1053.589111328125,10699.0,7388.0,6.0
seidel-2d,fixed,16,float24,float24_IMFZm,1,1,0.052,4777780000.0,6942.544613905,248444560.0,float24_IMFZm_fixed,1.9529876653122435e-05,float24,16,1.209341241015706e-05,400,30360,29160,320.799988,1021.9765625,10699.0,7388.0,6.0
2mm,float,32,float24,float24_IMFZm,1,1,0.037,3617300000.0,2173.344320275,133840100.0,float24_IMFZm_float,1.1844207641878505e-05,float24,16,0.0001174172238111,112,5700,5232,628531.1875,,10699.0,7388.0,6.0
3mm,float,32,float24,float24_IMFZm,1,1,0.038,3896840000.0,1853.837826488,148079920.0,float24_IMFZm_float,2.9964890279819768e-05,float24,16,0.0002008551760555,72,5220,4800,56920.203125,,10699.0,7388.0,6.0
atax,float,32,float24,float24_IMFZm,1,1,0.038,1207740000.0,778.166040992,45894120.0,float24_IMFZm_float,1.3195182035757006e-05,float24,16,0.0002594668638337,22,2244,1760,252035.078125,,10699.0,7388.0,6.0
bicg,float,32,float24,float24_IMFZm,1,1,0.038,1022980000.0,950.822309906,38873240.0,float24_IMFZm_float,8.536045540898019e-06,float24,16,9.17167325544743e-05,42,2242,1760,7005.091309,,10699.0,7388.0,6.0
gemm,float,32,float24,float24_IMFZm,1,1,0.036,3531520000.0,2130.070725116,127134719.99999999,float24_IMFZm_float,6.401474773820239e-06,float24,16,6.564278434692964e-05,120,6352,5880,6430.719727,,10699.0,7388.0,6.0
gemver,float,32,float24,float24_IMFZm,1,1,0.038,1985040000.0,5166.539304765,75431520.0,float24_IMFZm_float,1.3041742000460209e-05,float24,16,5.060172462812317e-05,440,4640,4020,45254740.0,,10699.0,7388.0,6.0
gesummv,float,32,float24,float24_IMFZm,1,1,0.038,599960000.0,610.95454171,22798480.0,float24_IMFZm_float,8.488431789479152e-06,float24,16,8.081963069710405e-06,16,1600,1072,11596.800781,,10699.0,7388.0,6.0
lu,float,32,float24,float24_IMFZm,1,1,0.039,4084120000.0,6540.062909419,159280680.0,float24_IMFZm_float,0.0001027298499249521,float24,16,8.8637799644292e-05,400,21550,5130,261.519989,,10699.0,7388.0,6.0
ludcmp,float,32,float24,float24_IMFZm,1,1,0.039,4188800000.0,3358.127560513,163363200.0,float24_IMFZm_float,0.0035526604456004424,float24,16,0.0047202014398566,20,22390,5910,261.519989,,10699.0,7388.0,6.0
mvt,float,32,float24,float24_IMFZm,1,1,0.037,1090040000.0,925.130065047,40331480.0,float24_IMFZm_float,1.5347140818797616e-05,float24,16,0.0001048122938334,40,2080,1600,5110.399902,,10699.0,7388.0,6.0
symm,float,32,float24,float24_IMFZm,1,1,0.037,2204760000.0,2243.309471573,81576120.0,float24_IMFZm_float,1.0372199526361665e-05,float24,16,6.190544062579378e-05,160,4935,4560,43810.558594,,10699.0,7388.0,6.0
syr2k,float,32,float24,float24_IMFZm,1,1,0.037,3158620000.0,3446.003616008,116868940.0,float24_IMFZm_float,8.630513549424935e-06,float24,16,4.399042667192854e-05,256,8872,8296,7960.319336,,10699.0,7388.0,6.0
syrk,float,32,float24,float24_IMFZm,1,1,0.037,2433040000.0,3192.953948296,90022480.0,float24_IMFZm_float,5.14383864795964e-06,float24,16,9.644507964866965e-06,256,4632,4216,6632.879883,,10699.0,7388.0,6.0
trmm,float,32,float24,float24_IMFZm,1,1,0.039,1239760000.0,2036.914181938,48350640.0,float24_IMFZm_float,7.337775786185605e-06,float24,16,3.774530548366081e-05,160,1805,1600,5346.0,,10699.0,7388.0,6.0
2mm,float,64,float24,float24_IMFZm,1,1,0.037,3617300000.0,2133.675683329,133840100.0,float24_IMFZm_float,1.1921843262926773e-05,float24,16,0.0001172451638701,112,5700,5232,5028249.5,,10699.0,7388.0,6.0
3mm,float,64,float24,float24_IMFZm,1,1,0.038,3896840000.0,1854.734642309,148079920.0,float24_IMFZm_float,2.9964890279819768e-05,float24,16,0.0002008551760555,72,5220,4800,910723.25,,10699.0,7388.0,6.0
atax,float,64,float24,float24_IMFZm,1,1,0.038,1207740000.0,787.022390362,45894120.0,float24_IMFZm_float,1.3195182035757006e-05,float24,16,0.0002594668638337,22,2244,1760,2016280.625,,10699.0,7388.0,6.0
bicg,float,64,float24,float24_IMFZm,1,1,0.038,1022980000.0,924.980120905,38873240.0,float24_IMFZm_float,8.536045540898019e-06,float24,16,9.17167325544743e-05,42,2242,1760,28020.365234,,10699.0,7388.0,6.0
gemm,float,64,float24,float24_IMFZm,1,1,0.036,3531520000.0,2152.937000724,127134719.99999999,float24_IMFZm_float,7.312048040918793e-06,float24,16,6.696077373795355e-05,120,6352,5880,25661.439453,,10699.0,7388.0,6.0
gemver,float,64,float24,float24_IMFZm,1,1,0.038,1985040000.0,5057.459284219,75431520.0,float24_IMFZm_float,1.271171326926555e-05,float24,16,5.171575780515872e-05,440,4640,4020,1349725056.0,,10699.0,7388.0,6.0
gesummv,float,64,float24,float24_IMFZm,1,1,0.038,599960000.0,624.170787542,22798480.0,float24_IMFZm_float,8.488431789479152e-06,float24,16,8.081963069710405e-06,16,1600,1072,46387.203125,,10699.0,7388.0,6.0
lu,float,64,float24,float24_IMFZm,1,1,0.039,4084120000.0,6790.008726242,159280680.0,float24_IMFZm_float,0.0001027298499249521,float24,16,8.8637799644292e-05,400,21550,5130,523.039978,,10699.0,7388.0,6.0
ludcmp,float,64,float24,float24_IMFZm,1,1,0.039,4188800000.0,3392.164759466,163363200.0,float24_IMFZm_float,0.0035526604456004424,float24,16,0.0047202014398566,20,22390,5910,523.039978,,10699.0,7388.0,6.0
mvt,float,64,float24,float24_IMFZm,1,1,0.037,1090040000.0,885.303110803,40331480.0,float24_IMFZm_float,1.5143870067832098e-05,float24,16,0.0001056452972417,40,2080,1600,20409.599609,,10699.0,7388.0,6.0
symm,float,64,float24,float24_IMFZm,1,1,0.037,2204760000.0,2235.934733488,81576120.0,float24_IMFZm_float,1.0377704646672113e-05,float24,16,6.179731103436018e-05,160,4935,4560,175173.125,,10699.0,7388.0,6.0
syr2k,float,64,float24,float24_IMFZm,1,1,0.037,3158620000.0,3437.996774268,116868940.0,float24_IMFZm_float,8.978867030935664e-06,float24,16,4.386710257840478e-05,256,8872,8296,31779.837891,,10699.0,7388.0,6.0
syrk,float,64,float24,float24_IMFZm,1,1,0.037,2433040000.0,3225.182604918,90022480.0,float24_IMFZm_float,6.727003085437954e-06,float24,16,1.0347902881931022e-05,256,4632,4216,26477.759766,,10699.0,7388.0,6.0
trmm,float,64,float24,float24_IMFZm,1,1,0.039,1239760000.0,2026.266109351,48350640.0,float24_IMFZm_float,7.416197290006844e-06,float24,16,3.79199988626728e-05,160,1805,1600,21348.0,,10699.0,7388.0,6.0
2mm,fixed,512,float24,float24_IMFZm,1,1,0.037,2055280000.0,1739.588524666,76045360.0,float24_IMFZm_fixed,0.0002548877792948434,float24,16,0.000271654703581,112,5700,5232,2574463744.0,1290.482421875,10699.0,7388.0,6.0
3mm,fixed,512,float24,float24_IMFZm,1,1,0.041,1804200000.0,1322.620068842,73972200.0,float24_IMFZm_fixed,0.0006465677667577309,float24,16,0.0006747528063604,72,5220,4800,3730322432.0,1379.91796875,10699.0,7388.0,6.0
atax,fixed,512,float24,float24_IMFZm,1,1,0.04,749520000.0,594.995861166,29980800.0,float24_IMFZm_fixed,0.0008426270666610201,float24,16,0.0009265098605787,22,2244,1760,1032335680.0,1033.048828125,10699.0,7388.0,6.0
bicg,fixed,512,float24,float24_IMFZm,1,1,0.04,520160000.0,762.849291718,20806400.0,float24_IMFZm_fixed,0.0002529166344555568,float24,16,0.0002376541452138,42,2242,1760,1793303.375,1062.4541015625,10699.0,7388.0,6.0
gemm,fixed,512,float24,float24_IMFZm,1,1,0.047,1589880000.0,1760.89408005,74724360.0,float24_IMFZm_fixed,0.0008953230827130523,float24,16,0.0008851480916078,120,6352,5880,1638891.5,1143.212890625,10699.0,7388.0,6.0
gemver,fixed,512,float24,float24_IMFZm,1,1,0.042,1242960000.0,4572.894962528,52204320.0,float24_IMFZm_fixed,0.001333616959401798,float24,16,0.0013258759264339,440,4640,4020,41561861652480.0,1571.463134765625,10699.0,7388.0,6.0
gesummv,fixed,512,float24,float24_IMFZm,1,1,0.04,275060000.0,463.037887607,11002400.0,float24_IMFZm_fixed,0.0003221470001419028,float24,16,0.0003008787448815,16,1600,1072,2968781.0,1071.35107421875,10699.0,7388.0,6.0
lu,fixed,512,float24,float24_IMFZm,1,1,0.044,1933500000.0,5363.282173851,85074000.0,float24_IMFZm_fixed,0.013454291544024497,float24,16,0.0139271799279801,400,21550,5130,4184.319824,1050.18798828125,10699.0,7388.0,6.0
ludcmp,fixed,512,float24,float24_IMFZm,1,1,0.049,1667740000.0,1874.322018867,81719260.0,float24_IMFZm_fixed,42.10930883803132,float24,16,,1,22390,5910,4184.319824,1217.56494140625,10699.0,7388.0,6.0
mvt,fixed,512,float24,float24_IMFZm,1,1,0.044,524420000.0,723.208157223,23074480.0,float24_IMFZm_fixed,0.0003062481285621355,float24,16,0.0002900406253085,40,2080,1600,1304422.375,1071.49365234375,10699.0,7388.0,6.0
symm,fixed,512,float24,float24_IMFZm,1,1,0.03,2480000000.0,2122.345258888,74400000.0,float24_IMFZm_fixed,0.05668522464564969,float24,16,0.0604412858691208,160,4935,4560,11207209.0,1177.021484375,10699.0,7388.0,6.0
syr2k,fixed,512,float24,float24_IMFZm,1,1,0.047,1997140000.0,3154.997350561,93865580.0,float24_IMFZm_fixed,0.0003619166766405845,float24,16,0.0003455269171614,256,8872,8296,2030469.0,1167.51513671875,10699.0,7388.0,6.0
syrk,fixed,512,float24,float24_IMFZm,1,1,0.046,1255320000.0,2992.509670217,57744720.0,float24_IMFZm_fixed,2.033145105240069e-05,float24,16,1.0647976386247064e-05,256,4632,4216,1691566.125,1028.12890625,10699.0,7388.0,6.0
