bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp
syr2k,float,8,noFPU,noFPU_IMZm,0,1,0.05,30789580000.0,12099.609831907,1539479000.0,noFPU_IMZm_float,3.224710813855058e-08,float32,24,2.9415463771126733e-08,256,8872,8296,503.279968,,8342.0,5761.0,4.0
syrk,float,8,noFPU,noFPU_IMZm,0,1,0.047,16530820000.0,7793.097116343,776948540.0,noFPU_IMZm_float,2.0568013118323832e-08,float32,24,2.0568013263736076e-08,256,4632,4216,419.595001,,8342.0,5761.0,4.0
trmm,float,8,noFPU,noFPU_IMZm,0,1,0.048,6251580000.0,3895.378007439,300075840.0,noFPU_IMZm_float,2.8264609250514027e-08,float32,24,3.061196059928098e-08,160,1805,1600,337.5,,8342.0,5761.0,4.0
2mm,float,256,noFPU,noFPU_IMZm,0,1,0.048,20391740000.0,7631.0237041,978803520.0,noFPU_IMZm_float,4.1063521695573046e-08,float32,24,4.187652157374842e-08,112,5700,5232,321807968.0,,8342.0,5761.0,4.0
3mm,float,256,noFPU,noFPU_IMZm,0,1,0.049,18088940000.0,6972.667204844,886358060.0,noFPU_IMZm_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,233145152.0,,8342.0,5761.0,4.0
atax,float,256,noFPU,noFPU_IMZm,0,1,0.051,6918700000.0,3608.25375711,352853700.0,noFPU_IMZm_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,129041960.0,,8342.0,5761.0,4.0
bicg,float,256,noFPU,noFPU_IMZm,0,1,0.05,6517720000.0,3711.61272274,325886000.0,noFPU_IMZm_float,4.616365711263532e-08,float32,24,4.0342272189690725e-08,42,2242,1760,448325.84375,,8342.0,5761.0,4.0
gemm,float,256,noFPU,noFPU_IMZm,0,1,0.045,21959020000.0,7898.482979081,988155900.0,noFPU_IMZm_float,2.5665078289526843e-08,float32,24,3.150611158555298e-08,120,6352,5880,409845.75,,8342.0,5761.0,4.0
gemver,float,256,noFPU,noFPU_IMZm,0,1,0.053,15565360000.0,10417.491129578,824964080.0,noFPU_IMZm_float,4.361699481786419e-08,float32,24,5.747894185605943e-08,440,4640,4020,1310431248384.0,,8342.0,5761.0,4.0
gesummv,float,256,noFPU,noFPU_IMZm,0,1,0.046,3910260000.0,2837.237355892,179871960.0,noFPU_IMZm_float,3.637268506877987e-08,float32,24,2.1877562750695025e-08,16,1600,1072,742195.25,,8342.0,5761.0,4.0
lu,float,256,noFPU,noFPU_IMZm,0,1,0.05,22929700000.0,20907.890362613,1146485000.0,noFPU_IMZm_float,2.2870060759171462e-07,float32,24,1.96784774018796e-07,400,21550,5130,2092.159912,,8342.0,5761.0,4.0
ludcmp,float,256,noFPU,noFPU_IMZm,0,1,0.051,25705620000.0,19102.060699877,1310986620.0,noFPU_IMZm_float,2.2567828723181637e-05,float32,24,1.7097528350012852e-05,20,22390,5910,2092.159912,,8342.0,5761.0,4.0
mvt,float,256,noFPU,noFPU_IMZm,0,1,0.049,6068560000.0,3430.862129022,297359440.0,noFPU_IMZm_float,4.9433985842020275e-08,float32,24,4.7826426698960316e-08,40,2080,1600,326169.59375,,8342.0,5761.0,4.0
symm,float,256,noFPU,noFPU_IMZm,0,1,0.05,17573580000.0,7316.856124818,878679000.0,noFPU_IMZm_float,3.206242825911419e-08,float32,24,3.211526388652028e-08,160,4935,4560,2801940.5,,8342.0,5761.0,4.0
syr2k,float,256,noFPU,noFPU_IMZm,0,1,0.05,30830780000.0,12075.745844959,1541539000.0,noFPU_IMZm_float,3.2844383821155276e-08,float32,24,3.0211078276481384e-08,256,8872,8296,507740.125,,8342.0,5761.0,4.0
syrk,float,256,noFPU,noFPU_IMZm,0,1,0.047,16625520000.0,7919.301445806,781399440.0,noFPU_IMZm_float,2.391552052542598e-08,float32,24,2.391552128890128e-08,256,4632,4216,422999.03125,,8342.0,5761.0,4.0
trmm,float,256,noFPU,noFPU_IMZm,0,1,0.048,6283440000.0,3984.537727014,301605120.0,noFPU_IMZm_float,2.8257044612618687e-08,float32,24,2.895590043948669e-08,160,1805,1600,341136.0,,8342.0,5761.0,4.0
2mm,float,2,noFPU,noFPU_IMZm,0,1,0.048,20345840000.0,7648.990309559,976600320.0,noFPU_IMZm_float,4.1820487169826446e-08,float32,24,4.4275654273088936e-08,112,5700,5232,153.449997,,8342.0,5761.0,4.0
3mm,float,2,noFPU,noFPU_IMZm,0,1,0.051,18088940000.0,6993.422720135,922535940.0,noFPU_IMZm_float,7.354996625325567e-08,float32,24,7.528882185344405e-08,72,5220,4800,0.868533,,8342.0,5761.0,4.0
atax,float,2,noFPU,noFPU_IMZm,0,1,0.052,6918700000.0,3654.227159009,359772400.0,noFPU_IMZm_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,61.532001,,8342.0,5761.0,4.0
bicg,float,2,noFPU,noFPU_IMZm,0,1,0.051,6517720000.0,3741.854139584,332403720.0,noFPU_IMZm_float,4.616365711263532e-08,float32,24,4.0342272189690725e-08,42,2242,1760,27.363638,,8342.0,5761.0,4.0
gemm,float,2,noFPU,noFPU_IMZm,0,1,0.046,21897440000.0,7797.864976404,1007282240.0,noFPU_IMZm_float,2.461860663485669e-08,float32,24,3.32720238012006e-08,120,6352,5880,26.92,,8342.0,5761.0,4.0
gemver,float,2,noFPU,noFPU_IMZm,0,1,0.054,15469080000.0,10318.949690105,835330320.0,noFPU_IMZm_float,3.57080912760521e-08,float32,24,3.9611196716660686e-08,440,4640,4020,213.954514,,8342.0,5761.0,4.0
gesummv,float,2,noFPU,noFPU_IMZm,0,1,0.048,3910260000.0,2855.183399337,187692480.0,noFPU_IMZm_float,3.637268506877987e-08,float32,24,2.1877562750695025e-08,16,1600,1072,45.300003,,8342.0,5761.0,4.0
lu,float,2,noFPU,noFPU_IMZm,0,1,0.051,22929700000.0,20821.75835334,1169414700.0,noFPU_IMZm_float,2.2870060759171462e-07,float32,24,1.96784774018796e-07,400,21550,5130,16.344999,,8342.0,5761.0,4.0
ludcmp,float,2,noFPU,noFPU_IMZm,0,1,0.052,25705620000.0,19024.015245975,1336692240.0,noFPU_IMZm_float,2.2567828723181637e-05,float32,24,1.7097528350012852e-05,20,22390,5910,16.344999,,8342.0,5761.0,4.0
mvt,float,2,noFPU,noFPU_IMZm,0,1,0.05,6097440000.0,3481.259513465,304872000.0,noFPU_IMZm_float,5.836731834125965e-08,float32,24,5.4794697232590444e-08,40,2080,1600,21.300001,,8342.0,5761.0,4.0
symm,float,2,noFPU,noFPU_IMZm,0,1,0.05,17535400000.0,7352.530476852,876770000.0,noFPU_IMZm_float,3.907283301037993e-08,float32,24,3.34529433580157e-08,160,4935,4560,173.160004,,8342.0,5761.0,4.0
syr2k,float,2,noFPU,noFPU_IMZm,0,1,0.051,30804900000.0,12224.051507052,1571049900.0,noFPU_IMZm_float,3.417163343861775e-08,float32,24,2.9455423474871973e-08,256,8872,8296,32.894997,,8342.0,5761.0,4.0
syrk,float,2,noFPU,noFPU_IMZm,0,1,0.048,16463760000.0,7899.286523021,790260480.0,noFPU_IMZm_float,1.9412154810199986e-08,float32,24,1.9412154705389843e-08,256,4632,4216,27.484688,,8342.0,5761.0,4.0
trmm,float,2,noFPU,noFPU_IMZm,0,1,0.05,6227480000.0,3941.532277761,311374000.0,noFPU_IMZm_float,3.1052269053001196e-08,float32,24,3.0924249856990266e-08,160,1805,1600,21.9375,,8342.0,5761.0,4.0
2mm,float,128,noFPU,noFPU_IMZm,0,1,0.048,20339840000.0,7616.399495448,976312320.0,noFPU_IMZm_float,3.998452415084462e-08,float32,24,4.334910963574438e-08,112,5700,5232,40225996.0,,8342.0,5761.0,4.0
3mm,float,128,noFPU,noFPU_IMZm,0,1,0.049,18088940000.0,6858.531132224,886358060.0,noFPU_IMZm_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,14571572.0,,8342.0,5761.0,4.0
atax,float,128,noFPU,noFPU_IMZm,0,1,0.051,6918700000.0,3610.306370009,352853700.0,noFPU_IMZm_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,16130245.0,,8342.0,5761.0,4.0
bicg,float,128,noFPU,noFPU_IMZm,0,1,0.05,6517720000.0,3682.207792005,325886000.0,noFPU_IMZm_float,4.616365711263532e-08,float32,24,4.0342272189690725e-08,42,2242,1760,112081.460938,,8342.0,5761.0,4.0
gemm,float,128,noFPU,noFPU_IMZm,0,1,0.045,21962300000.0,7891.126963879,988303500.0,noFPU_IMZm_float,2.9219901015559692e-08,float32,24,3.6257805330394313e-08,120,6352,5880,102522.875,,8342.0,5761.0,4.0
gemver,float,128,noFPU,noFPU_IMZm,0,1,0.053,15557080000.0,10400.697046631,824525240.0,noFPU_IMZm_float,4.088279342899414e-08,float32,24,5.756715074345813e-08,440,4640,4020,41686114304.0,,8342.0,5761.0,4.0
gesummv,float,128,noFPU,noFPU_IMZm,0,1,0.046,3910260000.0,2810.448178364,179871960.0,noFPU_IMZm_float,3.637268506877987e-08,float32,24,2.1877562750695025e-08,16,1600,1072,185548.8125,,8342.0,5761.0,4.0
lu,float,128,noFPU,noFPU_IMZm,0,1,0.05,22929700000.0,20777.05981806,1146485000.0,noFPU_IMZm_float,2.2870060759171462e-07,float32,24,1.96784774018796e-07,400,21550,5130,1046.079956,,8342.0,5761.0,4.0
ludcmp,float,128,noFPU,noFPU_IMZm,0,1,0.051,25705620000.0,19129.044923542,1310986620.0,noFPU_IMZm_float,2.2567828723181637e-05,float32,24,1.7097528350012852e-05,20,22390,5910,1046.079956,,8342.0,5761.0,4.0
mvt,float,128,noFPU,noFPU_IMZm,0,1,0.049,6066800000.0,3470.719671149,297273200.0,noFPU_IMZm_float,5.386155338956725e-08,float32,24,4.5948511404110594e-08,40,2080,1600,81574.398438,,8342.0,5761.0,4.0
symm,float,128,noFPU,noFPU_IMZm,0,1,0.05,17565180000.0,7407.439888886,878259000.0,noFPU_IMZm_float,3.960341762091904e-08,float32,24,3.415810817092643e-08,160,4935,4560,700554.25,,8342.0,5761.0,4.0
syr2k,float,128,noFPU,noFPU_IMZm,0,1,0.05,30836140000.0,12094.395695265,1541807000.0,noFPU_IMZm_float,3.2125142417487925e-08,float32,24,2.9440637532573437e-08,256,8872,8296,126996.476562,,8342.0,5761.0,4.0
syrk,float,128,noFPU,noFPU_IMZm,0,1,0.047,16607100000.0,7869.007900679,780533700.0,noFPU_IMZm_float,2.687070707644465e-08,float32,24,2.6870707879528174e-08,256,4632,4216,105803.515625,,8342.0,5761.0,4.0
trmm,float,128,noFPU,noFPU_IMZm,0,1,0.048,6284960000.0,3902.764992513,301678080.0,noFPU_IMZm_float,2.8883271528077455e-08,float32,24,2.9579634082328764e-08,160,1805,1600,85320.0,,8342.0,5761.0,4.0
2mm,float,1,noFPU,noFPU_IMZm,0,1,0.048,20808460000.0,6251.93929778,998806080.0,noFPU_IMZm_float,4.144277140399325e-08,float32,24,4.2894011416512636e-08,112,5700,5232,19.18125,,8342.0,5761.0,4.0
3mm,float,1,noFPU,noFPU_IMZm,0,1,0.05,18490900000.0,5565.649986959,924545000.0,noFPU_IMZm_float,7.354996611851009e-08,float32,24,7.528882195174282e-08,72,5220,4800,0.183333,,8342.0,5761.0,4.0
atax,float,1,noFPU,noFPU_IMZm,0,1,0.053,6898280000.0,2684.003997958,365608840.0,noFPU_IMZm_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,7.6915,,8342.0,5761.0,4.0
bicg,float,1,noFPU,noFPU_IMZm,0,1,0.052,6676140000.0,2781.699808062,347159280.0,noFPU_IMZm_float,4.616365711263532e-08,float32,24,4.0342272189690725e-08,42,2242,1760,6.840909,,8342.0,5761.0,4.0
gemm,float,1,noFPU,noFPU_IMZm,0,1,0.048,21534880000.0,6428.166201345,1033674240.0,noFPU_IMZm_float,3.0163405769323495e-08,float32,24,3.6311686327925325e-08,120,6352,5880,7.21,,8342.0,5761.0,4.0
gemver,float,1,noFPU,noFPU_IMZm,0,1,0.054,15530920000.0,8396.003352579,838669680.0,noFPU_IMZm_float,3.651042732095338e-08,float32,24,3.919144348502616e-08,440,4640,4020,18.203592,,8342.0,5761.0,4.0
gesummv,float,1,noFPU,noFPU_IMZm,0,1,0.048,4020780000.0,1955.204164599,192997440.0,noFPU_IMZm_float,3.637268506877987e-08,float32,24,2.1877562750695025e-08,16,1600,1072,11.325001,,8342.0,5761.0,4.0
lu,float,1,noFPU,noFPU_IMZm,0,1,0.052,22418600000.0,18072.583146381,1165767200.0,noFPU_IMZm_float,2.2870060759171462e-07,float32,24,1.96784774018796e-07,400,21550,5130,8.1725,,8342.0,5761.0,4.0
ludcmp,float,1,noFPU,noFPU_IMZm,0,1,0.052,25357500000.0,17949.157249652,1318590000.0,noFPU_IMZm_float,2.2567828723181637e-05,float32,24,1.7097528350012852e-05,20,22390,5910,8.1725,,8342.0,5761.0,4.0
mvt,float,1,noFPU,noFPU_IMZm,0,1,0.051,6032680000.0,2857.245885427,307666680.0,noFPU_IMZm_float,5.613324935219982e-08,float32,24,5.1710930842043695e-08,40,2080,1600,5.75,,8342.0,5761.0,4.0
symm,float,1,noFPU,noFPU_IMZm,0,1,0.051,17588080000.0,6733.520294441,896992080.0,noFPU_IMZm_float,3.780962828414499e-08,float32,24,3.0873449806691596e-08,160,4935,4560,43.830002,,8342.0,5761.0,4.0
syr2k,float,1,noFPU,noFPU_IMZm,0,1,0.052,31292280000.0,11650.629409758,1627198560.0,noFPU_IMZm_float,3.313476338022858e-08,float32,24,3.2771518632138904e-08,256,8872,8296,9.046875,,8342.0,5761.0,4.0
syrk,float,1,noFPU,noFPU_IMZm,0,1,0.049,16149180000.0,7361.076190589,791309820.0,noFPU_IMZm_float,1.8629787499565342e-08,float32,24,1.8629787441959935e-08,256,4632,4216,7.291172,,8342.0,5761.0,4.0
trmm,float,1,noFPU,noFPU_IMZm,0,1,0.05,6383320000.0,3691.375929607,319166000.0,noFPU_IMZm_float,3.338519803970407e-08,float32,24,3.157745428467771e-08,160,1805,1600,5.765625,,8342.0,5761.0,4.0
jacobi-1d,float,1,noFPU,noFPU_IMZm,0,1,0.056,4217160000.0,1362.45370706,236160960.0,noFPU_IMZm_float,3.7654222624401155e-08,float32,24,9.687618429326303e-07,15,840,780,10.0,,8342.0,5761.0,4.0
jacobi-2d,float,1,noFPU,noFPU_IMZm,0,1,0.051,53772680000.0,15883.233704731,2742406680.0,noFPU_IMZm_float,2.3777129991537463e-07,float32,24,1.7176094039354558e-07,225,18250,16900,16.066668,,8342.0,5761.0,4.0
seidel-2d,float,1,noFPU,noFPU_IMZm,0,1,0.049,91825460000.0,24125.327746979,4499447540.0,noFPU_IMZm_float,6.579781307394495e-08,float32,24,5.873233885171766e-08,400,30360,29160,20.049999,,8342.0,5761.0,4.0
heat-3d,float,1,noFPU,noFPU_IMZm,0,1,0.045,21745340000.0,5268.904174867,978540300.0,noFPU_IMZm_float,0.0,float32,24,0.0,125,8350,8100,26.0,,8342.0,5761.0,4.0
2mm,fixed,4,noFPU,noFPU_IMZm,0,1,0.048,1467000000.0,1878.201844119,70416000.0,noFPU_IMZm_fixed,2.5940212800070176e-07,float32,24,2.594022054724007e-07,112,5700,5232,1227.599976,1411.23486328125,8342.0,5761.0,4.0
3mm,fixed,4,noFPU,noFPU_IMZm,0,1,0.05,1440580000.0,1467.929217887,72029000.0,noFPU_IMZm_fixed,5.381537566402851e-07,float32,24,5.3815404817477e-07,72,5220,4800,13.896534,1356.578369140625,8342.0,5761.0,4.0
atax,fixed,4,noFPU,noFPU_IMZm,0,1,0.05,596960000.0,681.529052785,29848000.0,noFPU_IMZm_fixed,5.424720268510838e-07,float32,24,5.42472321877275e-07,22,2244,1760,492.256012,1019.729248046875,8342.0,5761.0,4.0
bicg,fixed,4,noFPU,noFPU_IMZm,0,1,0.044,507220000.0,862.300268562,22317680.0,noFPU_IMZm_fixed,4.147310023093811e-08,float32,24,4.147310236969683e-08,42,2242,1760,109.454552,1072.313720703125,8342.0,5761.0,4.0
gemm,fixed,4,noFPU,noFPU_IMZm,0,1,0.05,1594540000.0,1963.275159244,79727000.0,noFPU_IMZm_fixed,1.9030703499185052e-07,float32,24,1.9030719495303907e-07,120,6352,5880,103.839996,1113.915283203125,8342.0,5761.0,4.0
gemver,fixed,4,noFPU,noFPU_IMZm,0,1,0.052,980160000.0,5288.30850845,50968320.0,noFPU_IMZm_fixed,5.6471834881066934e-08,float32,24,5.647185575730814e-08,440,4640,4020,3285.157471,1549.792724609375,8342.0,5761.0,4.0
gesummv,fixed,4,noFPU,noFPU_IMZm,0,1,0.041,276460000.0,530.936797471,11334860.0,noFPU_IMZm_fixed,2.1877563405065167e-08,float32,24,2.1877562750695025e-08,16,1600,1072,181.200012,1055.857421875,8342.0,5761.0,4.0
lu,fixed,4,noFPU,noFPU_IMZm,0,1,0.05,1886860000.0,5886.414505021,94343000.0,noFPU_IMZm_fixed,8.444580552220888e-07,float32,24,8.444610331390781e-07,400,21550,5130,32.689999,1053.96044921875,8342.0,5761.0,4.0
ludcmp,fixed,4,noFPU,noFPU_IMZm,0,1,0.049,1700920000.0,2063.693456803,83345080.0,noFPU_IMZm_fixed,3.260987823612243e-05,float32,24,1.555948527427297e-05,20,22390,5910,32.689999,1228.41650390625,8342.0,5761.0,4.0
mvt,fixed,4,noFPU,noFPU_IMZm,0,1,0.047,524000000.0,818.106834625,24628000.0,noFPU_IMZm_fixed,5.1447836639905287e-08,float32,24,5.144786115624066e-08,40,2080,1600,81.799995,1054.346923828125,8342.0,5761.0,4.0
symm,fixed,4,noFPU,noFPU_IMZm,0,1,0.049,1062000000.0,2314.79447012,52038000.0,noFPU_IMZm_fixed,6.11640891977501e-06,float32,24,6.116448241836676e-06,160,4935,4560,688.320007,1146.322509765625,8342.0,5761.0,4.0
syr2k,fixed,4,noFPU,noFPU_IMZm,0,1,0.05,1941900000.0,3624.158861299,97095000.0,noFPU_IMZm_fixed,1.0701909077097857e-07,float32,24,1.0701914313717695e-07,256,8872,8296,127.73999,1155.96923828125,8342.0,5761.0,4.0
syrk,fixed,4,noFPU,noFPU_IMZm,0,1,0.048,1373320000.0,3195.196144711,65919360.0,noFPU_IMZm_fixed,3.3415230326132254e-08,float32,24,3.3415233986367045e-08,256,4632,4216,106.578751,1024.65478515625,8342.0,5761.0,4.0
trmm,fixed,4,noFPU,noFPU_IMZm,0,1,0.053,578680000.0,2196.656599159,30670040.0,noFPU_IMZm_fixed,6.104627303947962e-08,float32,24,6.10462791723306e-08,160,1805,1600,85.5,1075.56982421875,8342.0,5761.0,4.0
2mm,float,4,noFPU,noFPU_IMZm,0,1,0.048,20378060000.0,7628.634015011,978146880.0,noFPU_IMZm_float,4.117050706322108e-08,float32,24,4.25374162407974e-08,112,5700,5232,1227.599976,,8342.0,5761.0,4.0
3mm,float,4,noFPU,noFPU_IMZm,0,1,0.051,18088940000.0,6940.450272495,922535940.0,noFPU_IMZm_float,7.354996624620365e-08,float32,24,7.52888218451343e-08,72,5220,4800,13.896534,,8342.0,5761.0,4.0
atax,float,4,noFPU,noFPU_IMZm,0,1,0.051,6918700000.0,3673.434322688,352853700.0,noFPU_IMZm_float,6.128089065718007e-08,float32,24,4.6010920003254163e-08,22,2244,1760,492.256012,,8342.0,5761.0,4.0
bicg,float,4,noFPU,noFPU_IMZm,0,1,0.05,6517720000.0,3701.010591437,325886000.0,noFPU_IMZm_float,4.616365711263532e-08,float32,24,4.0342272189690725e-08,42,2242,1760,109.454552,,8342.0,5761.0,4.0
gemm,float,4,noFPU,noFPU_IMZm,0,1,0.045,21938760000.0,7881.994020682,987244200.0,noFPU_IMZm_float,3.126465819422996e-08,float32,24,3.1478834134938814e-08,120,6352,5880,103.839996,,8342.0,5761.0,4.0
gemver,float,4,noFPU,noFPU_IMZm,0,1,0.053,15518240000.0,10323.401075926,822466720.0,noFPU_IMZm_float,3.758177158762793e-08,float32,24,4.132052350623084e-08,440,4640,4020,3285.157471,,8342.0,5761.0,4.0
gesummv,float,4,noFPU,noFPU_IMZm,0,1,0.047,3910260000.0,2791.651148946,183782220.0,noFPU_IMZm_float,3.637268506877987e-08,float32,24,2.1877562750695025e-08,16,1600,1072,181.200012,,8342.0,5761.0,4.0
lu,float,4,noFPU,noFPU_IMZm,0,1,0.05,22929700000.0,20746.345092747,1146485000.0,noFPU_IMZm_float,2.2870060759171462e-07,float32,24,1.96784774018796e-07,400,21550,5130,32.689999,,8342.0,5761.0,4.0
ludcmp,float,4,noFPU,noFPU_IMZm,0,1,0.051,25705620000.0,19291.292943108,1310986620.0,noFPU_IMZm_float,2.2567828723181637e-05,float32,24,1.7097528350012852e-05,20,22390,5910,32.689999,,8342.0,5761.0,4.0
mvt,float,4,noFPU,noFPU_IMZm,0,1,0.049,6088880000.0,3527.760768266,298355120.0,noFPU_IMZm_float,4.757640455301217e-08,float32,24,5.2363371990248086e-08,40,2080,1600,81.799995,,8342.0,5761.0,4.0
symm,float,4,noFPU,noFPU_IMZm,0,1,0.05,17537380000.0,7364.946160661,876869000.0,noFPU_IMZm_float,3.678217419998776e-08,float32,24,3.2119164781484e-08,160,4935,4560,688.320007,,8342.0,5761.0,4.0
syr2k,float,4,noFPU,noFPU_IMZm,0,1,0.05,30813800000.0,12238.519617448,1540690000.0,noFPU_IMZm_float,3.5178570624097815e-08,float32,24,2.898577094601681e-08,256,8872,8296,127.73999,,8342.0,5761.0,4.0
syrk,float,4,noFPU,noFPU_IMZm,0,1,0.047,16498420000.0,7767.745604852,775425740.0,noFPU_IMZm_float,1.8368610475296635e-08,float32,24,1.8368610437580865e-08,256,4632,4216,106.578751,,8342.0,5761.0,4.0
trmm,float,4,noFPU,noFPU_IMZm,0,1,0.049,6252220000.0,3953.352154957,306358780.0,noFPU_IMZm_float,3.06204181281833e-08,float32,24,3.1939264698909176e-08,160,1805,1600,85.5,,8342.0,5761.0,4.0
2mm,fixed,256,float19,float19_IMF,1,0,0.046,1504620000.0,2385.300572217,69212520.0,float19_IMF_fixed,0.0015916253466213305,float19,11,0.0012552801935791,112,5700,5232,321807968.0,1271.3544921875,9874.0,7281.0,6.0
3mm,fixed,256,float19,float19_IMF,1,0,0.044,1923000000.0,2047.634161281,84612000.0,float19_IMF_fixed,0.0008538873576504224,float19,11,0.0005163092054059,72,5220,4800,233145152.0,1368.08544921875,9874.0,7281.0,6.0
atax,fixed,256,float19,float19_IMF,1,0,0.047,690920000.0,1206.466195919,32473240.0,float19_IMF_fixed,0.0006600651128173545,float19,11,0.0004183187083451,22,2244,1760,129041960.0,1031.18359375,9874.0,7281.0,6.0
bicg,fixed,256,float19,float19_IMF,1,0,0.04,645540000.0,1472.509473978,25821600.0,float19_IMF_fixed,0.0010817517901936002,float19,11,0.000419160825588,42,2242,1760,448325.84375,1064.1640625,9874.0,7281.0,6.0
gemm,fixed,256,float19,float19_IMF,1,0,0.043,1890220000.0,2534.306488481,81279460.0,float19_IMF_fixed,0.06788513584524937,float19,11,0.1071259271868697,120,6352,5880,409845.75,1161.05615234375,9874.0,7281.0,6.0
gemver,fixed,256,float19,float19_IMF,1,0,0.041,1604840000.0,5822.779680407,65798440.0,float19_IMF_fixed,0.0010512628685947268,float19,11,0.0007215205613962,440,4640,4020,1310431248384.0,1574.138916015625,9874.0,7281.0,6.0
gesummv,fixed,256,float19,float19_IMF,1,0,0.037,366300000.0,1118.511122928,13553100.0,float19_IMF_fixed,0.001374452823362569,float19,11,0.0006143432960111,16,1600,1072,742195.25,1072.173583984375,9874.0,7281.0,6.0
lu,fixed,256,float19,float19_IMF,1,0,0.041,3162680000.0,6805.375953107,129669880.0,float19_IMF_fixed,0.004047179236779604,float19,11,0.0037261538000684,400,21550,5130,2092.159912,1047.510009765625,9874.0,7281.0,6.0
ludcmp,fixed,256,float19,float19_IMF,1,0,0.045,3191520000.0,2834.496090578,143618400.0,float19_IMF_fixed,63.41063450455395,float19,11,88.01232454440635,20,22390,5910,2092.159912,1225.21240234375,9874.0,7281.0,6.0
mvt,fixed,256,float19,float19_IMF,1,0,0.044,615900000.0,1405.780635149,27099600.0,float19_IMF_fixed,0.0008924940134763734,float19,11,0.0004424550079858,40,2080,1600,326169.59375,1095.3310546875,9874.0,7281.0,6.0
symm,fixed,256,float19,float19_IMF,1,0,0.04,1419380000.0,2721.540745841,56775200.0,float19_IMF_fixed,0.015398698174197329,float19,11,0.0151871356102762,160,4935,4560,2801940.5,1165.748779296875,9874.0,7281.0,6.0
syr2k,fixed,256,float19,float19_IMF,1,0,0.042,2882100000.0,4373.806801739,121048200.00000001,float19_IMF_fixed,0.035910047495111876,float19,11,0.045916752742049,256,8872,8296,507740.125,1156.856201171875,9874.0,7281.0,6.0
syrk,fixed,256,float19,float19_IMF,1,0,0.041,1480520000.0,3769.452964845,60701320.0,float19_IMF_fixed,0.0007637393025970819,float19,11,0.00040948619922,256,4632,4216,422999.03125,1026.00244140625,9874.0,7281.0,6.0
trmm,fixed,256,float19,float19_IMF,1,0,0.049,593700000.0,2286.196843891,29091300.0,float19_IMF_fixed,0.0009615447953210062,float19,11,0.0005093179208215,160,1805,1600,341136.0,1051.57470703125,9874.0,7281.0,6.0
2mm,fixed,2,float19,float19_IMF,1,0,0.042,1996300000.0,2287.182187471,83844600.0,float19_IMF_fixed,0.0006569366645349689,float19,11,0.0003352246947591,112,5700,5232,153.449997,1280.968505859375,9874.0,7281.0,6.0
3mm,fixed,2,float19,float19_IMF,1,0,0.043,1917760000.0,1865.698106841,82463680.0,float19_IMF_fixed,0.0007521274080908724,float19,11,0.0003584600645303,72,5220,4800,0.868533,1355.27099609375,9874.0,7281.0,6.0
atax,fixed,2,float19,float19_IMF,1,0,0.046,695900000.0,1163.269229352,32011400.0,float19_IMF_fixed,0.0004406499216651516,float19,11,0.0002648572898804,22,2244,1760,61.532001,1056.83203125,9874.0,7281.0,6.0
bicg,fixed,2,float19,float19_IMF,1,0,0.042,657540000.0,1433.29905418,27616680.0,float19_IMF_fixed,0.0009634971134706373,float19,11,0.0003806354162054,42,2242,1760,27.363638,1060.535888671875,9874.0,7281.0,6.0
gemm,fixed,2,float19,float19_IMF,1,0,0.043,2418380000.0,2584.985936485,103990339.99999999,float19_IMF_fixed,0.000723401665746744,float19,11,0.0002520179607091,120,6352,5880,26.92,1116.05224609375,9874.0,7281.0,6.0
gemver,fixed,2,float19,float19_IMF,1,0,0.045,1378060000.0,5945.669858081,62012700.0,float19_IMF_fixed,0.0007090012775424414,float19,11,0.0003346825216389,440,4640,4020,213.954514,1543.666015625,9874.0,7281.0,6.0
gesummv,fixed,2,float19,float19_IMF,1,0,0.036,381060000.0,1148.86894329,13718159.999999998,float19_IMF_fixed,0.0010052725595961938,float19,11,0.0002973425305976,16,1600,1072,45.300003,1066.96826171875,9874.0,7281.0,6.0
lu,fixed,2,float19,float19_IMF,1,0,0.042,3470520000.0,6868.88865463,145761840.0,float19_IMF_fixed,0.0004925161608913326,float19,11,0.0002447864270279,400,21550,5130,16.344999,1052.783447265625,9874.0,7281.0,6.0
ludcmp,fixed,2,float19,float19_IMF,1,0,0.04,3396340000.0,3172.799549954,135853600.0,float19_IMF_fixed,0.0006379028380445075,float19,11,0.0003050057003712,20,22390,5910,16.344999,1232.231689453125,9874.0,7281.0,6.0
mvt,fixed,2,float19,float19_IMF,1,0,0.044,611400000.0,1449.521727549,26901600.0,float19_IMF_fixed,0.0007086738802932013,float19,11,0.0003383757549578,40,2080,1600,21.300001,1069.865478515625,9874.0,7281.0,6.0
