bench,arch,taffo_conf,hw_sw_config,energy,float_op_count_default,kernel_float_op_count_default,energy_per_op
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26284000.0,2242,1760,14934.09090909091
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,80676120.0,6352,5880,13720.42857142857
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,60333300.0,4640,4020,15008.283582089553
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13925519.999999998,1600,1072,12990.223880597014
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,143539360.0,21550,5130,27980.382066276805
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,144068000.0,22390,5910,24376.988155668358
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,27467440.0,2080,1600,17167.15
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,57584739.99999999,4935,4560,12628.23245614035
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,121075080.0,8872,8296,14594.392478302796
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59159200.0,4632,4216,14032.068311195446
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32939680.0,1805,1600,20587.3
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,71978780.0,5700,5232,13757.412079510703
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,82627080.0,5220,4800,17213.975
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,31978280.0,2244,1760,18169.477272727272
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25201020.0,2242,1760,14318.761363636364
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,81267420.0,6352,5880,13820.989795918367
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,58158900.0,4640,4020,14467.388059701492
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13169519.999999998,1600,1072,12284.999999999998
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,143204800.0,21550,5130,27915.1656920078
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,145782400.0,22390,5910,24667.072758037226
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26290200.0,2080,1600,16431.375
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,54306000.0,4935,4560,11909.21052631579
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,121065000.0,8872,8296,14593.17743490839
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59207200.0,4632,4216,14043.453510436433
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32223600.0,1805,1600,20139.75
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,64572300.0,5700,5232,12341.800458715596
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,69066900.0,5220,4800,14388.9375
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27453720.0,2244,1760,15598.704545454546
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20288000.0,2242,1760,11527.272727272728
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,73193360.0,6352,5880,12447.850340136054
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,51426300.0,4640,4020,12792.611940298508
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10625560.0,1600,1072,9911.902985074626
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,85074000.0,21550,5130,16583.625730994154
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,78007780.0,22390,5910,13199.285956006768
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,22615420.0,2080,1600,14134.6375
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,46758800.0,4935,4560,10254.122807017544
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,91883160.0,8872,8296,11075.59787849566
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,55215600.0,4632,4216,13096.679316888045
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,28080620.0,1805,1600,17550.3875
heat-3d,float19_IMFZm,fixed,float19_IMFZm_fixed,10611000.0,8350,8100,1310.0
jacobi-1d,float19_IMFZm,fixed,float19_IMFZm_fixed,8056800.0,840,780,10329.23076923077
jacobi-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,159514740.0,18250,16900,9438.74201183432
seidel-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,238889000.0,30360,29160,8192.352537722909
2mm,float19_IMFZm,float,float19_IMFZm_float,131207760.0,5700,5232,25077.935779816515
3mm,float19_IMFZm,float,float19_IMFZm_float,144678880.0,5220,4800,30141.433333333334
atax,float19_IMFZm,float,float19_IMFZm_float,44585740.0,2244,1760,25332.80681818182
bicg,float19_IMFZm,float,float19_IMFZm_float,36822960.0,2242,1760,20922.136363636364
gemm,float19_IMFZm,float,float19_IMFZm_float,121926700.0,6352,5880,20735.833333333332
gemver,float19_IMFZm,float,float19_IMFZm_float,73363600.0,4640,4020,18249.65174129353
gesummv,float19_IMFZm,float,float19_IMFZm_float,22804560.0,1600,1072,21272.910447761195
lu,float19_IMFZm,float,float19_IMFZm_float,154327120.0,21550,5130,30083.25925925926
ludcmp,float19_IMFZm,float,float19_IMFZm_float,160020280.0,22390,5910,27076.18950930626
mvt,float19_IMFZm,float,float19_IMFZm_float,39232800.0,2080,1600,24520.5
symm,float19_IMFZm,float,float19_IMFZm_float,79328160.0,4935,4560,17396.526315789473
syr2k,float19_IMFZm,float,float19_IMFZm_float,113724720.0,8872,8296,13708.379942140791
syrk,float19_IMFZm,float,float19_IMFZm_float,87206400.0,4632,4216,20684.629981024667
trmm,float19_IMFZm,float,float19_IMFZm_float,47239320.0,1805,1600,29524.575
jacobi-1d,float19_IMFZm,float,float19_IMFZm_float,153508000.0,840,780,196805.12820512822
jacobi-2d,float19_IMFZm,float,float19_IMFZm_float,194216400.00000003,18250,16900,11492.094674556214
seidel-2d,float19_IMFZm,float,float19_IMFZm_float,309132600.0,30360,29160,10601.255144032923
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,64460700.0,5700,5232,12320.470183486239
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,71170280.0,5220,4800,14827.141666666666
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27309280.0,2244,1760,15516.636363636364
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20795200.0,2242,1760,11815.454545454546
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,74714020.0,6352,5880,12706.465986394558
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,47509440.0,4640,4020,11818.268656716418
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10890360.0,1600,1072,10158.91791044776
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,85074000.0,21550,5130,16583.625730994154
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,75830080.0,22390,5910,12830.808798646362
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,23128160.0,2080,1600,14455.1
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,47843100.0,4935,4560,10491.907894736842
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,93875920.0,8872,8296,11315.805207328833
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,55215600.0,4632,4216,13096.679316888045
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,28678080.0,1805,1600,17923.8
heat-3d,float19_IMFZm,fixed,float19_IMFZm_fixed,10670400.0,8350,8100,1317.3333333333333
jacobi-1d,float19_IMFZm,fixed,float19_IMFZm_fixed,8062200.0,840,780,10336.153846153846
jacobi-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,159514740.0,18250,16900,9438.74201183432
seidel-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,238889000.0,30360,29160,8192.352537722909
2mm,float19_IMFZm,float,float19_IMFZm_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,38151400.0,2080,1600,23844.625
symm,float19_IMFZm,float,float19_IMFZm_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMFZm,float,float19_IMFZm_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,float,float19_IMFZm_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,38151400.0,2080,1600,23844.625
symm,float19_IMFZm,float,float19_IMFZm_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMFZm,float,float19_IMFZm_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,71934800.0,5700,5232,13749.006116207951
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,70363800.0,5220,4800,14659.125
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,28481760.0,2244,1760,16182.818181818182
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20286240.0,2242,1760,11526.272727272728
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,73134480.0,6352,5880,12437.836734693878
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,49718400.0,4640,4020,12367.76119402985
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10727340.0,1600,1072,10006.847014925374
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,81207000.0,21550,5130,15829.82456140351
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,78383780.0,22390,5910,13262.906937394248
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,22550060.0,2080,1600,14093.7875
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,71920000.0,4935,4560,15771.929824561403
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,91868440.0,8872,8296,11073.823529411764
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,56489400.0,4632,4216,13398.81404174573
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,41828300.0,1805,1600,26142.6875
heat-3d,float19_IMFZm,fixed,float19_IMFZm_fixed,10670400.0,8350,8100,1317.3333333333333
jacobi-1d,float19_IMFZm,fixed,float19_IMFZm_fixed,8056800.0,840,780,10329.23076923077
jacobi-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,159514740.0,18250,16900,9438.74201183432
seidel-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,238889000.0,30360,29160,8192.352537722909
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,64520100.0,5700,5232,12331.823394495414
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,67467280.0,5220,4800,14055.683333333332
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27901080.0,2244,1760,15852.886363636364
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20795200.0,2242,1760,11815.454545454546
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,73852080.0,6352,5880,12559.877551020409
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,47142720.0,4640,4020,11727.044776119403
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10599720.0,1600,1072,9887.798507462687
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,87007500.0,21550,5130,16960.526315789473
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,77104440.0,22390,5910,13046.43654822335
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,23667300.0,2080,1600,14792.0625
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,47023200.0,4935,4560,10312.105263157895
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,89301640.0,8872,8296,10764.421407907425
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,61223240.0,4632,4216,14521.641366223908
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,29275540.0,1805,1600,18297.2125
2mm,float19_IMFZm,float,float19_IMFZm_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,38151400.0,2080,1600,23844.625
symm,float19_IMFZm,float,float19_IMFZm_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMFZm,float,float19_IMFZm_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,float,float19_IMFZm_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,38151400.0,2080,1600,23844.625
symm,float19_IMFZm,float,float19_IMFZm_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMFZm,float,float19_IMFZm_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,61600079.99999999,5700,5232,11773.715596330274
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,70713960.0,5220,4800,14732.075
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27902960.0,2244,1760,15853.954545454546
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20795200.0,2242,1760,11815.454545454546
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,74704620.0,6352,5880,12704.867346938776
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,47730240.0,4640,4020,11873.194029850747
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10890360.0,1600,1072,10158.91791044776
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,85074000.0,21550,5130,16583.625730994154
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,75797100.0,22390,5910,12825.22842639594
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,23128160.0,2080,1600,14455.1
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,46689280.0,4935,4560,10238.877192982456
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,93875920.0,8872,8296,11315.805207328833
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,55215600.0,4632,4216,13096.679316888045
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,28678080.0,1805,1600,17923.8
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,62995680.0,5700,5232,12040.45871559633
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,67476480.0,5220,4800,14057.6
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,25956880.0,2244,1760,14748.227272727272
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,21786240.0,2242,1760,12378.545454545454
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,84059500.0,6352,5880,14295.833333333334
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,46805760.0,4640,4020,11643.223880597016
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10765400.0,1600,1072,10042.350746268658
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,87007500.0,21550,5130,16960.526315789473
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,69655500.0,22390,5910,11786.040609137055
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,21727200.0,2080,1600,13579.5
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,47831400.0,4935,4560,10489.342105263158
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,90459000.0,8872,8296,10903.929604628736
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,61374720.0,4632,4216,14557.571157495257
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,28678080.0,1805,1600,17923.8
heat-3d,float19_IMFZm,fixed,float19_IMFZm_fixed,10670400.0,8350,8100,1317.3333333333333
jacobi-1d,float19_IMFZm,fixed,float19_IMFZm_fixed,8241360.0,840,780,10565.846153846154
jacobi-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,159599400.0,18250,16900,9443.75147928994
seidel-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,238895000.0,30360,29160,8192.55829903978
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,63031760.0,5700,5232,12047.354740061162
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,69066900.0,5220,4800,14388.9375
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27453720.0,2244,1760,15598.704545454546
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20288000.0,2242,1760,11527.272727272728
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,71534700.0,6352,5880,12165.765306122448
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,50121600.0,4640,4020,12468.059701492537
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10905180.0,1600,1072,10172.742537313432
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,83140500.0,21550,5130,16206.72514619883
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,81327260.0,22390,5910,13760.957698815568
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,23128160.0,2080,1600,14455.1
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,49219680.0,4935,4560,10793.78947368421
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,90792900.0,8872,8296,10944.177917068466
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,55215600.0,4632,4216,13096.679316888045
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,27483160.0,1805,1600,17176.975
2mm,float19_IMFZm,fixed,float19_IMFZm_fixed,63173440.0,5700,5232,12074.434250764525
3mm,float19_IMFZm,fixed,float19_IMFZm_fixed,69078600.0,5220,4800,14391.375
atax,float19_IMFZm,fixed,float19_IMFZm_fixed,27309280.0,2244,1760,15516.636363636364
bicg,float19_IMFZm,fixed,float19_IMFZm_fixed,20795200.0,2242,1760,11815.454545454546
gemm,float19_IMFZm,fixed,float19_IMFZm_fixed,73115160.0,6352,5880,12434.551020408164
gemver,float19_IMFZm,fixed,float19_IMFZm_fixed,50050880.0,4640,4020,12450.467661691542
gesummv,float19_IMFZm,fixed,float19_IMFZm_fixed,10905180.0,1600,1072,10172.742537313432
lu,float19_IMFZm,fixed,float19_IMFZm_fixed,85074000.0,21550,5130,16583.625730994154
ludcmp,float19_IMFZm,fixed,float19_IMFZm_fixed,77912840.0,22390,5910,13183.22165820643
mvt,float19_IMFZm,fixed,float19_IMFZm_fixed,23128160.0,2080,1600,14455.1
symm,float19_IMFZm,fixed,float19_IMFZm_fixed,46775520.0,4935,4560,10257.78947368421
syr2k,float19_IMFZm,fixed,float19_IMFZm_fixed,91883160.0,8872,8296,11075.59787849566
syrk,float19_IMFZm,fixed,float19_IMFZm_fixed,55215600.0,4632,4216,13096.679316888045
trmm,float19_IMFZm,fixed,float19_IMFZm_fixed,28080620.0,1805,1600,17550.3875
heat-3d,float19_IMFZm,fixed,float19_IMFZm_fixed,10670400.0,8350,8100,1317.3333333333333
jacobi-1d,float19_IMFZm,fixed,float19_IMFZm_fixed,8056800.0,840,780,10329.23076923077
jacobi-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,159514740.0,18250,16900,9438.74201183432
seidel-2d,float19_IMFZm,fixed,float19_IMFZm_fixed,238889000.0,30360,29160,8192.352537722909
2mm,float19_IMFZm,float,float19_IMFZm_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22798480.0,1600,1072,21267.238805970148
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,39241440.0,2080,1600,24525.9
symm,float19_IMFZm,float,float19_IMFZm_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMFZm,float,float19_IMFZm_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,float,float19_IMFZm_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMFZm,float,float19_IMFZm_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMFZm,float,float19_IMFZm_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMFZm,float,float19_IMFZm_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMFZm,float,float19_IMFZm_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMFZm,float,float19_IMFZm_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMFZm,float,float19_IMFZm_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMFZm,float,float19_IMFZm_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMFZm,float,float19_IMFZm_float,38151400.0,2080,1600,23844.625
symm,float19_IMFZm,float,float19_IMFZm_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMFZm,float,float19_IMFZm_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMFZm,float,float19_IMFZm_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMFZm,float,float19_IMFZm_float,47110880.0,1805,1600,29444.3
2mm,float19_IMFZm,float,float19_IMFZm_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMFZm,float,float19_IMFZm_float,144183080.0,5220,4800,30038.141666666666
